Supporting Information for "Machine Learning from Heteroscedastic Data: Second Virial Coefficients of Alkane Isomers"
Authors: Arpit Bansal, Andrew J. Schultz, David A. Kofke and Johannes Hachmann
Journal of Physical Chemistry B (2022)

SMILES: Line notation of a chemical compound
B2: Second virial coefficient computed using MSMC simulations (dm^3/mol)
UB2: Uncertainty (68% confidence level) in MSMC-obtained B2 (dm^3/mol)
These simulations are carried out in Etomica using etomica.virial.simulations.VirialAlkanesAmber class available at https://github.com/etomica/etomica/tree/677f479ba8b41515cea06e873d3f2a82c0259e27

SMILES	B2	UB2
CCCC(C(C(C(CC)C)C)(C)C)C	-17.1700377	0.107968899
CCC(C(C(C(C(C)C)C)(C)C)C)C	-15.82289406	0.102984553
CCCCCC(C(C(CC)C)C)(C)C	-20.78254808	0.183089834
CCC(C(C(CCC(C)C)(C)C)C)C	-17.9592816	0.137554144
CCCCC(C(C(CC)C)C)(CC)C	-18.92141907	0.151348188
CCC(C(C(CC(C)C)(CC)C)C)C	-16.6306062	0.126070285
CCCCC(C(CC)(C)C)C(CC)C	-18.39941999	0.150647712
CCC(C(C(CC)(C)C)CC(C)C)C	-15.62284715	0.098318402
CCCCC(C(C(CC)(C)C)C)CC	-18.32388505	0.152092442
CCC(C(C(CC)(C)C)C)CC(C)C	-15.88660839	0.107500962
CCCCCC(CC(CC)(CC)C)C	-25.52788301	0.269316983
CCC(CC(CCC(C)C)C)(CC)C	-23.064646	0.212824559
CCCC(C(CC(CC)(CC)C)C)C	-19.761465	0.174005742
CCC(CC(C(C(C)C)C)C)(CC)C	-17.97916324	0.147502361
CCCC(CC(CC)(CC)C)(CC)C	-19.134912	0.151840124
CCC(CC(C(C)C)(CC)C)(CC)C	-16.54647255	0.113743399
CCCC(C(CC)(CC)C)C(CC)C	-17.05765591	0.137211176
CCC(C(C(CC)(CC)C)C(C)C)C	-14.89582383	0.086218662
CCCC(C(CC(CC)C)(CC)C)C	-20.0726346	0.161752426
CCC(CC(C(C(C)C)C)(CC)C)C	-17.59280299	0.130436971
CCCCCC(CC(CC)C)(CC)C	-25.78643663	0.292740897
CCC(CC(CCC(C)C)(CC)C)C	-21.55510084	0.185586485
CCCCC(CC(CC)C)(CC)CC	-22.94067387	0.214914183
CCC(CC(CC(C)C)(CC)CC)C	-20.24139161	0.183668
CCCCC(CC(CC)(CC)C)CC	-23.0313324	0.230812
CCC(CC(CC)(CC)C)CC(C)C	-18.82321935	0.16706649
CCCCCC(C(CC)(CC)C)CC	-22.97209094	0.234748681
CCC(C(CC)(CC)C)CCC(C)C	-19.82159306	0.156906582
CCCC(C(C(CC)(CC)C)CC)C	-16.96812787	0.099272773
CCC(C(CC)(CC)C)C(C(C)C)C	-15.15565684	0.10620361
CCCC(C(CC)(CC)C)(CC)CC	-17.13595789	0.113140691
CCC(C(CC)(CC)C)(C(C)C)CC	-16.14958412	0.092081816
CCCC(C(C(CC)CC)(CC)C)C	-18.17260579	0.125370975
CCC(C(C(C(C)C)C)(CC)C)CC	-16.31497318	0.104009499
CCCCCC(C(CC)CC)(CC)C	-23.86326587	0.213367395
CCC(C(CCC(C)C)(CC)C)CC	-20.16498304	0.177603933
CCCCC(C(CC)CC)(CC)CC	-19.53322416	0.154115547
CCC(C(CC(C)C)(CC)CC)CC	-17.89984945	0.152983977
CCCCCC(C(CC)(C)C)(CC)C	-22.45437763	0.204740349
CCC(C(CC)(C)C)(CCC(C)C)C	-18.07718025	0.126560196
CCCC(C(C(CC)(C)C)(CC)C)C	-17.78794259	0.130154332
CCC(C(CC)(C)C)(C(C(C)C)C)C	-15.72404114	0.093252351
CCCC(C(C(CC)(CC)C)(C)C)C	-16.8201712	0.103980555
CCC(C(C(C(C)C)C)(C)C)(CC)C	-15.53642904	0.094813432
CCCCCC(C(CC)(CC)C)(C)C	-22.88119467	0.212065542
CCC(C(CCC(C)C)(C)C)(CC)C	-18.89851716	0.209062416
CCCCC(C(CC)(CC)C)(CC)C	-19.09456908	0.128633266
CCC(C(CC)(CC)C)(CC(C)C)C	-16.79066268	0.103003761
CCCCC(C(CC)(C)C)(CC)CC	-19.15521519	0.131909714
CCC(C(CC)(C)C)(CC(C)C)CC	-16.50167343	0.108213437
CCCCCC(CC(CC)CC)CC	-28.83276254	0.33016403
CCC(CC(CC)CC)CCC(C)C	-24.50238678	0.285739028
CCCC(C(CC(CC)CC)CC)C	-19.36622989	0.186286983
CCC(C(C(C)C)C)CC(CC)CC	-17.87006316	0.136838598
CCCC(CC(CC)CC)(CC)CC	-20.56083146	0.185078735
CCC(CC(C(C)C)(CC)CC)CC	-17.53119972	0.126592003
CCCC(C(CC)CC)C(CC)CC	-17.3478489	0.133609869
CCC(C(C(CC)CC)C(C)C)CC	-15.62785627	0.113037988
CCCCCC(CC(CC)(C)C)CC	-25.76404993	0.272919498
CCC(CC(CC)(C)C)CCC(C)C	-23.16682728	0.223338165
CCCC(C(CC(CC)(C)C)CC)C	-17.75580436	0.13807995
CCC(C(C(C)C)C)CC(CC)(C)C	-15.92865832	0.110444808
CCCC(CC(CC)(C)C)(CC)CC	-18.16701579	0.127166059
CCC(CC(C(C)C)(CC)CC)(C)C	-15.97898833	0.109163051
CCCC(C(CC)(C)C)C(CC)CC	-15.82672615	0.109775158
CCC(C(C(CC)(C)C)C(C)C)CC	-14.27223308	0.0832683
CCCC(C(CC(CC)CC)(C)C)C	-19.56424754	0.175579348
CCC(CC(C(C(C)C)C)(C)C)CC	-17.50005577	0.132818848
CCCCCC(CC(CC)CC)(C)C	-24.56918349	0.25566953
CCC(CC(CCC(C)C)(C)C)CC	-20.68180682	0.212854383
CCCCC(CC(CC)CC)(CC)C	-22.18809554	0.206846483
CCC(CC(CC(C)C)(CC)C)CC	-19.60101496	0.173204741
CCCCCC(CCCC(C)(C)C)C	-31.15272109	0.382072459
CC(CCC(C)C)CCCC(C)(C)C	-28.91408732	0.421025397
CCCC(C(CCCC(C)(C)C)C)C	-27.49013821	0.35733822
CC(C(C(CCCC(C)(C)C)C)C)C	-23.87331808	0.272692108
CCCC(CCCC(C)(C)C)(CC)C	-23.39119382	0.241577424
CCC(C(C)C)(CCCC(C)(C)C)C	-21.46971793	0.191001351
CCCC(C(CC)C)CCC(C)(C)C	-21.8160652	0.222060653
CCC(C(C(C)C)CCC(C)(C)C)C	-17.96277606	0.161984665
CCCC(CC(C)(C)C)CC(CC)C	-20.68111943	0.199948987
CCC(CC(C(C)C)CC(C)(C)C)C	-16.25028591	0.137588461
CCCC(C(C)(C)C)CCC(CC)C	-22.82846585	0.228839186
CCC(CCC(C(C)(C)C)C(C)C)C	-18.63679531	0.1663747
CCCCC(CCCC(CC)C)(C)C	-28.17263524	0.333442131
CCC(CCCC(CC(C)C)(C)C)C	-26.10149528	0.276971057
CCCCC(CCCC(C)(C)C)CC	-30.51208014	0.399957687
CCC(CC(C)C)CCCC(C)(C)C	-25.70840936	0.287120214
CCCCCC(CCC(C)(C)C)CC	-29.64866891	0.378234337
CCC(CCC(C)(C)C)CCC(C)C	-25.30599713	0.288892003
CCCC(C(CCC(C)(C)C)CC)C	-20.28950082	0.181469895
CCC(C(C(C)C)C)CCC(C)(C)C	-18.65024898	0.161333828
CCCC(CCC(C)(C)C)(CC)CC	-19.14951381	0.156466113
CCC(C(C)C)(CCC(C)(C)C)CC	-16.70855852	0.131175236
CCCC(C(CC)CC)CC(C)(C)C	-17.50758464	0.154134681
CCC(C(C(C)C)CC(C)(C)C)CC	-14.5516787	0.088874136
CCCC(C(C)(C)C)CC(CC)CC	-17.83730016	0.13118965
CCC(CC(C(C)(C)C)C(C)C)CC	-15.01428764	0.097012726
CCCCC(CCC(CC)CC)(C)C	-24.46790579	0.263732704
CCC(CCC(CC(C)C)(C)C)CC	-22.34130849	0.224694345
CCCCCC(CCC(C)(C)C)(C)C	-22.39642073	0.227152789
CC(CCC(CCC(C)(C)C)(C)C)C	-18.38064805	0.161149269
CCCC(C(CCC(C)(C)C)(C)C)C	-18.38897928	0.162185876
CC(C(C(CCC(C)(C)C)(C)C)C)C	-15.78355971	0.117771421
CCCC(C(CC)(C)C)CC(C)(C)C	-17.80337207	0.132420873
CCC(C(C(C)C)CC(C)(C)C)(C)C	-14.12314818	0.082602294
CCCC(C(C)(C)C)CC(CC)(C)C	-17.98038465	0.130113823
CCC(CC(C(C)(C)C)C(C)C)(C)C	-14.67132692	0.083189326
CCCCC(CCC(CC)(C)C)(C)C	-19.78403625	0.181072212
CCC(CCC(CC(C)C)(C)C)(C)C	-17.82021805	0.13776646
CCCCC(CCC(C)(C)C)(CC)C	-20.49254078	0.180041295
CCC(CC(C)C)(CCC(C)(C)C)C	-17.97089406	0.136120831
CCCCCC(CC(C(C)(C)C)C)C	-23.05374424	0.226106604
CC(CC(C(C)(C)C)C)CCC(C)C	-22.13164615	0.227268149
CCCC(C(CC(C(C)(C)C)C)C)C	-17.69101163	0.134387593
CC(C(CC(C(C)(C)C)C)C)C(C)C	-17.1452081	0.130183568
CCCC(CC(C(C)(C)C)C)(CC)C	-18.15129914	0.139467284
CCC(C(C)C)(CC(C(C)(C)C)C)C	-16.16821666	0.105061979
CCCC(C(C(C)(C)C)C)C(CC)C	-16.21905655	0.124233857
CCC(C(C(C(C)(C)C)C)C(C)C)C	-13.87337431	0.086059422
CCCC(C(C)(C)C)(CC(CC)C)C	-17.01813409	0.10933872
CCC(CC(C(C)(C)C)(C(C)C)C)C	-15.96751723	0.100198307
CCCCC(C(CC(CC)C)C)(C)C	-20.43235448	0.175732728
CCC(CC(C(CC(C)C)(C)C)C)C	-18.20964019	0.150656863
CCCCC(C(C)(C)C)CC(CC)C	-20.06206852	0.179309262
CCC(CC(C(C)(C)C)CC(C)C)C	-16.5350658	0.109724817
CCCCC(CC(C(C)(C)C)C)CC	-20.54226179	0.212081508
CCC(CC(C(C)(C)C)C)CC(C)C	-18.61750646	0.189258172
CCCCCC(C(C(C)(C)C)C)CC	-20.34103406	0.198146589
CCC(C(C(C)(C)C)C)CCC(C)C	-17.76299115	0.147318607
CCCC(C(C(C(C)(C)C)C)CC)C	-15.0858792	0.107949101
CCC(C(C(C)(C)C)C)C(C(C)C)C	-14.57778984	0.090845985
CCCC(C(C(C)(C)C)C)(CC)CC	-16.95205342	0.102933262
CCC(C(C(C)(C)C)C)(C(C)C)CC	-14.31754521	0.073793512
CCCC(C(C)(C)C)(C(CC)CC)C	-15.42725209	0.089605385
CCC(C(C(C)(C)C)(C(C)C)C)CC	-14.7004362	0.081503761
CCCCC(C(C(CC)CC)C)(C)C	-17.40438128	0.123411779
CCC(C(C(CC(C)C)(C)C)C)CC	-15.30868407	0.108566173
CCCCC(C(C)(C)C)C(CC)CC	-17.49104028	0.132126882
CCC(C(C(C)(C)C)CC(C)C)CC	-14.41732837	0.09843666
CCCCCC(C(C(C)(C)C)C)(C)C	-21.23549263	0.179748509
CC(CCC(C(C(C)(C)C)C)(C)C)C	-17.83988003	0.141097185
CCCC(C(C(C(C)(C)C)C)(C)C)C	-16.11155939	0.086993382
CC(C(C(C(C(C)(C)C)C)(C)C)C)C	-14.65178513	0.07796138
CCCC(C(CC)(C)C)(C(C)(C)C)C	-15.92379044	0.092022331
CCC(C(C(C)(C)C)(C(C)C)C)(C)C	-14.80062873	0.07277252
CCCCC(C(C(CC)(C)C)C)(C)C	-18.03275939	0.125520756
CCC(C(C(CC(C)C)(C)C)C)(C)C	-15.28897202	0.096798682
CCCCC(C(CC)(C)C)C(C)(C)C	-18.30180997	0.125809642
CCC(C(C(C)(C)C)CC(C)C)(C)C	-15.76332174	0.102238255
CCCCC(C(C(C)(C)C)C)(CC)C	-19.06441177	0.150736193
CCC(C(C(C)(C)C)C)(CC(C)C)C	-16.44804507	0.104772924
CCCCCC(CC(CC)(C)C)(C)C	-22.11360848	0.196760673
CCC(CC(CCC(C)C)(C)C)(C)C	-19.25890744	0.163142057
CCCC(C(CC(CC)(C)C)(C)C)C	-17.86154638	0.145143085
CCC(CC(C(C(C)C)C)(C)C)(C)C	-16.07536264	0.11410182
CCCC(C(CC)(C)C)C(CC)(C)C	-17.03864817	0.128386784
CCC(C(C(CC)(C)C)C(C)C)(C)C	-13.6796628	0.067657753
CCCCC(CC(CC)(C)C)(CC)C	-19.80344454	0.152618973
CCC(CC(CC)(C)C)(CC(C)C)C	-17.59493822	0.14099538
CCCCCC(C(CC)C)C(CC)C	-23.78251922	0.22879517
CCC(C(C(CC)C)CCC(C)C)C	-21.10122926	0.209187112
CCCC(C(C(CC)C)C(CC)C)C	-17.50001088	0.133441419
CCC(C(C(C(C)C)C)C(CC)C)C	-15.5078006	0.100658588
CCCC(C(CC)C)(C(CC)C)CC	-18.20130892	0.120718626
CCC(C(C(CC)C)(C(C)C)CC)C	-16.4062668	0.095295215
CCCC(C(C(CC)C)CC)(CC)C	-16.8594866	0.118586823
CCC(C(C(C(C)C)(CC)C)CC)C	-15.48000628	0.098572929
CCCC(C(C(C(CC)C)CC)C)C	-19.05945549	0.159429045
CCC(C(C(C(C(C)C)C)C)CC)C	-16.33623849	0.122448674
CCCCCC(C(C(CC)C)CC)C	-23.30843934	0.225445745
CCC(C(CC)C)C(CCC(C)C)C	-20.01018601	0.198020767
CCCCC(C(C(CC)C)CC)CC	-20.55265634	0.2021579
CCC(C(CC(C)C)CC)C(CC)C	-16.50389396	0.132315624
CCCCCC(C(CC)(CC)CC)C	-24.33963911	0.228681047
CCC(C(CCC(C)C)C)(CC)CC	-21.0046275	0.196438641
CCCC(C(C(CC)(CC)CC)C)C	-17.34228099	0.137036285
CCC(C(C(C(C)C)C)C)(CC)CC	-15.65348612	0.108699897
CCCC(C(CC)(CC)CC)(CC)C	-16.87985178	0.110397748
CCC(C(CC)(CC)CC)(C(C)C)C	-15.61157512	0.084786755
CCCC(C(C(CC)C)(CC)CC)C	-17.5865429	0.131382476
CCC(C(C(C(C)C)C)(CC)CC)C	-16.47782818	0.108499347
CCCCCC(C(CC)C)(CC)CC	-24.36335463	0.234438786
CCC(C(CCC(C)C)(CC)CC)C	-19.61247636	0.150080243
CCCCC(C(CC)(CC)CC)CC	-20.22504598	0.158503115
CCC(C(CC)(CC)CC)CC(C)C	-16.44582954	0.109483035
CCCCCC(C(C(CC)C)(C)C)C	-24.79807822	0.22550472
CCC(C(C(CCC(C)C)C)(C)C)C	-20.24902365	0.191183946
CCCC(C(C(C(CC)C)(C)C)C)C	-16.91560891	0.122913906
CCC(C(C(C(C(C)C)C)C)(C)C)C	-15.52382295	0.101484887
CCCC(C(C(CC)C)(C)C)(CC)C	-16.48479516	0.098734219
CCC(C(C(C(C)C)(CC)C)(C)C)C	-14.93297775	0.09233638
CCCCC(C(C(CC)C)(C)C)CC	-19.85783951	0.178682029
CCC(C(C(CC)C)(C)C)CC(C)C	-16.63721139	0.121928095
CCCCC(C(CC)C)(C(CC)C)C	-19.97613315	0.149953402
CCC(C(C(CC)C)(CC(C)C)C)C	-17.65293589	0.135224774
CCCCCC(C(CC(C)(C)C)C)C	-23.96980513	0.267895888
CC(CCC(C(CC(C)(C)C)C)C)C	-20.64918082	0.206156919
CCCC(C(C(CC(C)(C)C)C)C)C	-18.71233571	0.157764497
CC(C(C(C(C)C)C)C)CC(C)(C)C	-16.13775796	0.119549964
CCCC(C(CC(C)(C)C)C)(CC)C	-17.69452969	0.133682747
CCC(C(CC(C)(C)C)C)(C(C)C)C	-15.68961685	0.100324175
CCCC(C(CC)C)(CC(C)(C)C)C	-17.72377691	0.114509772
CCC(C(C(C)C)(CC(C)(C)C)C)C	-15.0922097	0.089274492
CCCC(C(C)(C)C)C(C(CC)C)C	-15.8682074	0.096756333
CCC(C(C(C(C)(C)C)C(C)C)C)C	-14.07553536	0.081102496
CCCCC(CC(C(CC)C)C)(C)C	-21.31866793	0.231832849
CCC(C(CC(CC(C)C)(C)C)C)C	-18.54352345	0.159266803
CCCCC(C(CC)C)CC(C)(C)C	-19.18940361	0.147435348
CCC(C(CC(C)(C)C)CC(C)C)C	-15.87810074	0.112370688
CCCCC(C(CC(C)(C)C)C)CC	-20.60992521	0.198823718
CCC(C(CC(C)(C)C)C)CC(C)C	-16.87616197	0.13267071
CCCCCC(CC(C)(C)C)(CC)C	-23.37582149	0.218216242
CCC(CC(C)(C)C)(CCC(C)C)C	-19.91792781	0.178413318
CCCC(C(CC(C)(C)C)(CC)C)C	-17.93035579	0.138724729
CCC(C(C(C)C)C)(CC(C)(C)C)C	-16.24268652	0.109242779
CCCC(C(CC)(CC)C)C(C)(C)C	-16.03472817	0.091320343
CCC(C(C(C)(C)C)C(C)C)(CC)C	-14.06044142	0.081947976
CCCCC(CC(CC)(CC)C)(C)C	-20.26847892	0.193890195
CCC(CC(CC(C)C)(C)C)(CC)C	-17.67634134	0.136996104
CCCCC(CC(C)(C)C)(CC)CC	-20.5582249	0.164519669
CCC(CC(C)(C)C)(CC(C)C)CC	-18.07882122	0.138200122
CCCCCC(C(C(C)(C)C)CC)C	-21.19707837	0.210910823
CCC(C(C)(C)C)C(CCC(C)C)C	-18.28456503	0.143675132
CCCC(C(C(C(C)(C)C)CC)C)C	-15.83834713	0.115920863
CCC(C(C)(C)C)C(C(C(C)C)C)C	-14.20504728	0.086438832
CCCC(C(C(C)(C)C)CC)(CC)C	-16.15158669	0.119487605
CCC(C(C(C)C)(CC)C)C(C)(C)C	-13.94896447	0.07364436
CCCC(C(C)(C)C)(C(CC)C)CC	-16.69780527	0.103719616
CCC(C(C(C)(C)C)(C(C)C)CC)C	-15.3462774	0.090459594
CCCCC(C(C(CC)C)CC)(C)C	-17.8878938	0.137510302
CCC(C(CC(C)C)(C)C)C(CC)C	-15.8083582	0.118159869
CCCC(C(C(C)(C)C)C(CC)C)C	-15.79792753	0.097264944
CCC(C(C(C)(C)C)C(C(C)C)C)C	-14.25667341	0.075732826
CCCCCC(C(C)(C)C)C(CC)C	-21.46975069	0.177872857
CCC(C(C(C)(C)C)CCC(C)C)C	-17.89001175	0.140331414
CCCCC(C(C(C)(C)C)CC)CC	-17.80962568	0.120570692
CCC(C(C(C)(C)C)CC)CC(C)C	-15.07517835	0.100609798
CCCCCC(C(C)(C)C)(CC)CC	-21.05591299	0.161814959
CCC(C(C)(C)C)(CCC(C)C)CC	-17.13741495	0.111329323
CCCC(C(C(C)(C)C)(CC)CC)C	-16.6182158	0.098820396
CCC(C(C)(C)C)(C(C(C)C)C)CC	-14.75984193	0.08198988
CCCCC(C(CC)(CC)CC)(C)C	-18.71185387	0.136142858
CCC(C(CC(C)C)(C)C)(CC)CC	-16.32311799	0.097382341
CCCCCC(C(C(C)(C)C)(C)C)C	-21.2407245	0.185929624
CC(CCC(C(C(C)(C)C)(C)C)C)C	-18.57300811	0.129232911
CCCC(C(C(C(C)(C)C)(C)C)C)C	-15.65596737	0.096751651
CC(C(C(C(C(C)(C)C)(C)C)C)C)C	-14.73754397	0.079842064
CCCC(C(C(C)(C)C)(C)C)(CC)C	-15.77920013	0.0882465
CCC(C(C(C)(C)C)(C)C)(C(C)C)C	-15.01078392	0.069964822
CCCCC(C(C(CC)C)(C)C)(C)C	-18.62416209	0.135050118
CCC(C(C(CC(C)C)(C)C)(C)C)C	-15.67252289	0.098008528
CCCCC(C(C)(C)C)(C(CC)C)C	-17.52851173	0.110392291
CCC(C(C(C)(C)C)(CC(C)C)C)C	-15.13052139	0.079349758
CCCCC(C(C(C)(C)C)(C)C)CC	-17.95990009	0.114195093
CCC(C(C(C)(C)C)(C)C)CC(C)C	-15.16645283	0.091282014
CCCCC(CCCC(C)(C)C)(C)C	-24.42350908	0.274226348
CC(CC(CCCC(C)(C)C)(C)C)C	-22.22895579	0.219852083
CCCC(C(C)(C)C)CCC(C)(C)C	-18.77937522	0.149389789
CC(C(C(C)(C)C)CCC(C)(C)C)C	-15.47044184	0.097815858
CCCC(CC(C)(C)C)CC(C)(C)C	-19.25078439	0.167387921
CC(C(CC(C)(C)C)CC(C)(C)C)C	-14.83929036	0.096482725
CCCCC(C(C)(C)C)CC(C)(C)C	-18.73441332	0.13510275
CC(CC(C(C)(C)C)CC(C)(C)C)C	-15.56125934	0.106766325
CCCC(C(C)(C)C)(CC(C)(C)C)C	-14.81960651	0.083602301
CC(C(C(C)(C)C)(CC(C)(C)C)C)C	-13.03252621	0.062490481
CCCCC(C(CC(C)(C)C)C)(C)C	-18.67944434	0.139859358
CC(CC(C(CC(C)(C)C)C)(C)C)C	-16.38624549	0.105269397
CCCC(C(C)(C)C)C(C(C)(C)C)C	-14.24438156	0.070399024
CC(C(C(C)(C)C)C(C(C)(C)C)C)C	-12.85976317	0.068795752
CCCCC(CC(C(C)(C)C)C)(C)C	-19.59345791	0.158988294
CC(CC(CC(C(C)(C)C)C)(C)C)C	-17.19668145	0.128949688
CCCCCC(C(C)(C)C)C(C)(C)C	-21.08780086	0.164693589
CC(CCC(C(C)(C)C)C(C)(C)C)C	-18.16829657	0.1240988
CCCC(C(C(C)(C)C)C(C)(C)C)C	-15.22873379	0.088377933
CC(C(C(C(C)(C)C)C(C)(C)C)C)C	-13.99148215	0.073781338
CCCC(C(C)(C)C)(C(C)(C)C)CC	-14.54757374	0.065060882
CCC(C(C)(C)C)(C(C)(C)C)C(C)C	-14.01761945	0.059921629
CCCCC(C(C(C)(C)C)CC)(C)C	-17.82846449	0.123349274
CCC(C(CC(C)C)(C)C)C(C)(C)C	-15.39489262	0.102346757
CCCCC(C(C)(C)C)(C(C)(C)C)C	-16.29294042	0.100469025
CC(CC(C(C)(C)C)(C(C)(C)C)C)C	-14.52628023	0.077151387
CCCCC(C(C(C)(C)C)(C)C)(C)C	-17.19478953	0.096365486
CC(CC(C(C(C)(C)C)(C)C)(C)C)C	-14.8100068	0.084355929
CCC(CCCCCCC(CC)C)C	-37.22670644	0.514951107
CCC(CCCCCC(CC)CC)C	-35.26317869	0.512493951
CCC(CCCCCC(CC)(C)C)C	-32.05757533	0.391646945
CCC(CCCC(CC(CC)C)C)C	-29.90496816	0.39732226
CCC(CCCC(C(CC)CC)C)C	-27.47537402	0.337416959
CCC(CCCC(C(CC)(C)C)C)C	-26.81330495	0.326962553
CCC(CCC(CC(CC)C)CC)C	-25.73306855	0.271590712
CCC(CCC(C(CC)CC)CC)C	-23.02201163	0.272267792
CCC(CCC(C(CC)(C)C)CC)C	-21.34822058	0.181064525
CCC(CCC(CC(CC)C)(C)C)C	-22.41222254	0.235118665
CCC(CCC(C(CC)CC)(C)C)C	-20.5135418	0.193433397
CCC(CCC(C(CC)(C)C)(C)C)C	-20.0961504	0.165532244
CCC(CCC(CCC(CC)C)C)C	-30.04346842	0.429390917
CCC(CCC(CC(CC)CC)C)C	-25.1901231	0.298240627
CCC(CCC(CC(CC)(C)C)C)C	-23.63717557	0.254714018
CCC(CCCCC(C(CC)C)C)C	-33.31905097	0.453920431
CCC(CCCC(C(CC)C)C)CC	-30.30503811	0.414561224
CCC(C(CCCC(CC)(C)C)C)C	-26.92877203	0.356176083
CCC(CC(CC(C(CC)C)C)C)C	-21.27121911	0.223812133
CCC(C(CC(C(CC)CC)C)C)C	-18.7265241	0.17938991
CCC(C(CC(C(CC)(C)C)C)C)C	-16.87889405	0.138202958
CCC(CC(C(C(CC)C)C)CC)C	-17.87089147	0.149304041
CCC(C(C(C(CC)CC)CC)C)C	-16.62234098	0.122712259
CCC(C(C(C(CC)(C)C)CC)C)C	-15.4664262	0.112038984
CCC(CC(C(C(CC)C)C)(C)C)C	-16.95742872	0.130911073
CCC(C(C(C(CC)CC)(C)C)C)C	-15.50642982	0.119788735
CCC(C(C(C(CC)(C)C)(C)C)C)C	-15.60534119	0.092897729
CCC(CCC(C(C(CC)C)C)C)C	-23.34398066	0.239458353
CCC(CC(C(C(CC)C)C)C)CC	-19.28931419	0.175008622
CCC(C(C(CC(CC)(C)C)C)C)C	-18.35495568	0.167039457
CCC(CCCCC(CC)(CC)C)C	-31.53814681	0.375431775
CCC(CCCC(CC)(CC)C)CC	-27.17619119	0.313456695
CCC(CCCC(CC)(CC)C)(C)C	-22.77849489	0.249452167
CCC(CC(CC(CC)(CC)C)C)C	-21.12951934	0.229991334
CCC(C(CC(CC)(CC)C)C)CC	-17.50523281	0.146087474
CCC(CC(C(CC)(C)C)C)(CC)C	-17.2157945	0.124434679
CCC(CC(C(CC)(CC)C)CC)C	-17.862776	0.140893457
CCC(C(C(CC)(CC)C)CC)CC	-15.33029935	0.099176193
CCC(C(CC)(CC)C)C(CC)(C)C	-15.7262217	0.092768654
CCC(CC(C(CC)(CC)C)(C)C)C	-17.29036935	0.127305257
CCC(C(C(CC)(CC)C)(C)C)CC	-15.32995496	0.094011052
CCC(C(C(CC)(CC)C)(C)C)(C)C	-16.57086806	0.09650522
CCC(CCC(C(CC)(CC)C)C)C	-22.85090978	0.252277904
CCC(CC(C(CC)(CC)C)C)CC	-18.70612193	0.134573552
CCC(CC(C(CC)(CC)C)C)(C)C	-17.1442491	0.131450182
CCC(CCCCC(CC)CC)CC	-32.94552645	0.416907849
CCC(CCCCC(CC)(C)C)CC	-31.2416063	0.426099699
CCC(CCC(CC(CC)C)C)CC	-25.94369427	0.305957333
CCC(CCC(C(CC)CC)C)CC	-25.3669276	0.315326897
CCC(CCC(C(CC)(C)C)C)CC	-22.00872703	0.225769904
CCC(CC(CC(CC)CC)CC)C	-21.20838143	0.209357584
CCC(CC(C(CC)CC)CC)CC	-17.97937746	0.133754929
CCC(CC(C(CC)(C)C)CC)CC	-17.32563501	0.141661721
CCC(CC(CC(CC)CC)(C)C)C	-19.35364953	0.173677941
CCC(CC(C(CC)CC)(C)C)CC	-18.45285284	0.168067699
CCC(CC(C(CC)(C)C)(C)C)CC	-17.87340184	0.130229211
CCC(CC(CC(CC)CC)C)CC	-22.01303273	0.24206193
CCC(CC(CC(CC)(C)C)C)CC	-19.8010453	0.157720661
CCC(CCCCCCC(C)(C)C)C	-33.76613564	0.478083114
CCC(CCCCCC(C)(C)C)CC	-32.81025873	0.461553123
CCC(CCCCCC(C)(C)C)(C)C	-28.50637525	0.36802205
CCC(CC(CCCC(C)(C)C)C)C	-25.59687343	0.297398892
CCC(C(CCCC(C)(C)C)C)CC	-24.86863933	0.326005622
CCC(C(CCCC(C)(C)C)C)(C)C	-24.6430369	0.281976477
CCC(CC(CC)C)CCC(C)(C)C	-22.52828267	0.235704471
CCC(C(CC)CC)CCC(C)(C)C	-18.6701146	0.15570092
CCC(C(CC)(C)C)CCC(C)(C)C	-17.34435261	0.124461312
CCC(CCC(CCC(C)(C)C)C)C	-25.98593107	0.303567007
CCC(CC(CCC(C)(C)C)C)CC	-21.3932768	0.205857325
CCC(CC(CCC(C)(C)C)C)(C)C	-20.70627437	0.173594861
CCC(CC(CCC(C)(C)C)(C)C)C	-18.02526609	0.148574287
CCC(C(CCC(C)(C)C)(C)C)CC	-16.91808775	0.10763426
CCC(C(CCC(C)(C)C)(C)C)(C)C	-15.70223761	0.11173546
CCC(CCCCC(C(C)(C)C)C)C	-29.34571292	0.361265624
CCC(CCCC(C(C)(C)C)C)CC	-27.00011979	0.297490812
CCC(CCCC(C(C)(C)C)C)(C)C	-24.81850509	0.297263837
CCC(CC(CC(C(C)(C)C)C)C)C	-18.76178414	0.172733038
CCC(C(CC(C(C)(C)C)C)C)CC	-16.57238971	0.1257301
CCC(C(CC(C(C)(C)C)C)C)(C)C	-16.18504631	0.108365874
CCC(CC(C(C(C)(C)C)C)CC)C	-15.36711002	0.098098103
CCC(C(C(C)(C)C)C)C(CC)CC	-15.65185968	0.107381655
CCC(C(CC)(C)C)C(C(C)(C)C)C	-14.42256294	0.081037432
CCC(CCC(C(C(C)(C)C)C)C)C	-18.90102557	0.141451234
CCC(CC(C(C(C)(C)C)C)C)CC	-16.38645585	0.11247246
