Supporting Information for "Machine Learning from Heteroscedastic Data: Second Virial Coefficients of Alkane Isomers"
Authors: Arpit Bansal, Andrew J. Schultz, David A. Kofke and Johannes Hachmann
Journal of Physical Chemistry B (2022)

SMILES: Line notation of a chemical compound
B2: Second virial coefficient computed using MSMC simulations (dm^3/mol)
UB2: Uncertainty (68% confidence level) in MSMC-obtained B2 (dm^3/mol)
These simulations are carried out in Etomica using etomica.virial.simulations.VirialAlkanesAmber class available at https://github.com/etomica/etomica/tree/677f479ba8b41515cea06e873d3f2a82c0259e27

SMILES	B2	UB2
CCCCC(C(CC)C)(CCCC)CC	-31.75477616	0.359728221
CCCCC(C(CC)C)(CC(C)C)CC	-28.01010346	0.285297751
CCC(C(C(C(C)C)C(C)C)(CC)C)C	-18.23141101	0.123963527
CCCC(CC(C(CC)C)(CC)C)(C)C	-22.84133709	0.178522493
CCC(C(CC(C(C)C)(C)C)(CC)C)C	-21.12054058	0.14226646
CCCCC(CC(C(CC)C)(CC)C)C	-31.28344095	0.347191089
CCC(C(CC(CC(C)C)C)(CC)C)C	-26.29822262	0.26205642
CCC(C(CC(C)C)(CC(C)C)CC)C	-23.74167516	0.196811556
CCCCC(C(CC(C)C)(CC)C)CC	-27.48351767	0.271011324
CCC(C(CC(C)C)(CC)C)CC(C)C	-22.23436759	0.194841098
CCCCCCCC(C(CC)(C)C)CC	-39.40056991	0.505769849
CCC(C(CC)(C)C)CCCCC(C)C	-37.51846445	0.443928745
CCCC(CCC(C(CC)(C)C)CC)C	-31.40113788	0.371768071
CCC(C(CC)(C)C)CCC(C(C)C)C	-28.3201634	0.312035958
CCCC(CC(C(CC)(C)C)CC)CC	-24.0473684	0.219529397
CCC(C(C)C)CC(C(CC)(C)C)CC	-21.41227462	0.193474716
CCCC(C(C(CC)(C)C)CC)CCC	-22.88251185	0.17405947
CCCC(C(C(CC)(C)C)CC)C(C)C	-21.40311936	0.143925818
CCC(C(CC)(C)C)C(C(C)C)C(C)C	-17.80534666	0.123540695
CCCC(CC(C(CC)(C)C)CC)(C)C	-23.74315486	0.217759991
CCC(C(CC)(C)C)CC(C(C)C)(C)C	-21.39449119	0.167463893
CCCCC(CC(C(CC)(C)C)CC)C	-26.32199228	0.261191772
CCC(C(CC)(C)C)CC(CC(C)C)C	-23.23057528	0.248271155
CCCCCCCCC(CC(C)(C)C)C	-44.59466877	0.6738179
CC(CCCCCC(CC(C)(C)C)C)C	-43.21693148	0.589319736
CCCC(CCCC(CC(C)(C)C)C)C	-39.72420738	0.558035241
CC(CC(C)(C)C)CCCC(C(C)C)C	-37.6440793	0.524001772
CCCC(CCC(CC(C)(C)C)C)CC	-36.88558392	0.491487674
CCC(C(C)C)CCC(CC(C)(C)C)C	-31.5513809	0.382787644
CCCC(CC(CC(C)(C)C)C)CCC	-32.14208005	0.398252747
CCCC(C(C)C)CC(CC(C)(C)C)C	-26.47883432	0.2563239
CCCCC(C(CC(C)(C)C)C)CCC	-31.03591117	0.371881416
CCCCC(C(CC(C)(C)C)C)C(C)C	-24.88674729	0.218637378
CCCCCC(CC(C)(C)C)(CCC)C	-34.20820141	0.375336104
CCCCCC(C(C)C)(CC(C)(C)C)C	-27.94905532	0.212329986
CCCCCC(C(C(C)(C)C)CCC)C	-31.58254231	0.377557575
CCCCCC(C(C(C)(C)C)C(C)C)C	-25.0091408	0.218437885
CCCCCC(CC(CCCC)(C)C)C	-39.73304627	0.561952767
CCCCCC(CC(CC(C)C)(C)C)C	-34.785945	0.426379939
CCCCCC(CC(C)(C)C)CCCC	-43.6510051	0.593639949
CCCCCC(CC(C)(C)C)CC(C)C	-35.17985579	0.439118288
CCCCC(CCC(CC(C)(C)C)C)C	-38.60510035	0.555286196
CC(CC(CCC(CC(C)(C)C)C)C)C	-33.35600102	0.442379234
CCCC(CCC(CC(C)(C)C)C)(C)C	-30.70199465	0.385298525
CC(CC(C)(C)C)CCC(C(C)C)(C)C	-28.47390155	0.314351705
CC(CC(C)(C)C)CC(C(C)C)C(C)C	-21.05881883	0.177699243
CCCC(C(CC(C)(C)C)C)CC(C)C	-24.22067581	0.224905486
CC(CC(C(CC(C)(C)C)C)C(C)C)C	-19.55189161	0.154397109
CCCC(CC(C)(C)C)(CCC(C)C)C	-28.58710192	0.317398947
CC(CCC(C(C)C)(CC(C)(C)C)C)C	-24.00583785	0.20409271
CCCC(C(C)(C)C)C(CCC(C)C)C	-24.81699993	0.22771649
CC(CCC(C(C(C)(C)C)C(C)C)C)C	-21.46387695	0.157146316
CCCCC(CC(CCC(C)C)C)(C)C	-35.21730654	0.446507519
CC(CCC(CC(CC(C)C)(C)C)C)C	-31.28508022	0.364102375
CCCCC(CC(C)(C)C)CCC(C)C	-37.95306634	0.494666722
CC(CCC(CC(C)(C)C)CC(C)C)C	-30.86441569	0.325582036
CCCCCCC(C(CC(C)(C)C)C)C	-36.69384806	0.485407194
CC(CCCC(C(CC(C)(C)C)C)C)C	-34.2185764	0.430922112
CCCC(CC(C(CC(C)(C)C)C)C)C	-26.24416614	0.283031885
CC(C(CC(C(C)C)C)C)CC(C)(C)C	-24.4009174	0.230304183
CCCC(C(C(CC(C)(C)C)C)C)CC	-24.56719575	0.246787324
CCC(C(C(CC(C)(C)C)C)C)C(C)C	-19.91887077	0.173394638
CCCC(C(CC(C)(C)C)C)(CCC)C	-25.41421121	0.226313787
CCCC(C(CC(C)(C)C)C)(C(C)C)C	-21.98303639	0.146067903
CCCC(C(CC(C)(C)C)(CCC)C)C	-25.96929463	0.254790225
CCCC(C(C(C)C)(CC(C)(C)C)C)C	-20.95055063	0.138318992
CCCC(C(C(C(C)(C)C)CCC)C)C	-22.46788034	0.164030496
CCCC(C(C(C(C)(C)C)C(C)C)C)C	-20.6780878	0.13814325
CCCCC(CC(C(CCC)C)C)(C)C	-29.81477566	0.331829649
CCCC(C(CC(CC(C)C)(C)C)C)C	-26.22259142	0.265885909
CCCCC(C(CCC)C)CC(C)(C)C	-30.33726012	0.340051622
CCCC(C(CC(C)(C)C)CC(C)C)C	-23.78955102	0.22868717
CCCCC(C(C(CC(C)(C)C)C)C)C	-28.21678028	0.278843426
CC(CC(C(C(CC(C)(C)C)C)C)C)C	-21.90664532	0.201661654
CCCC(C(C(CC(C)(C)C)C)C)(C)C	-19.6168723	0.129430545
CC(C(C(C(C)C)(C)C)C)CC(C)(C)C	-21.07352809	0.164703009
CC(C(C(CC(C)(C)C)C)(C(C)C)C)C	-19.45038775	0.130216062
CCCC(C(C(C)C)C)(CC(C)(C)C)C	-23.93701478	0.179252405
CC(C(C(C(C)C)(CC(C)(C)C)C)C)C	-17.82814812	0.107299488
CCCC(C(C)(C)C)C(C(C(C)C)C)C	-19.44769673	0.136643938
CC(C(C(C(C(C)(C)C)C(C)C)C)C)C	-17.4382835	0.101775637
CCCCC(CC(C(C(C)C)C)C)(C)C	-27.897915	0.314536861
CC(CC(CC(C(C(C)C)C)C)(C)C)C	-24.1144068	0.212460564
CCCCC(C(C(C)C)C)CC(C)(C)C	-24.09771105	0.22324308
CC(CC(C(C(C)C)C)CC(C)(C)C)C	-20.55164519	0.170115386
CCCCCCC(CC(C)(C)C)(CC)C	-36.00312045	0.470803507
CCC(CC(C)(C)C)(CCCC(C)C)C	-31.96664426	0.280578321
CCCC(CC(CC(C)(C)C)(CC)C)C	-25.4274753	0.22359051
CCC(CC(C)(C)C)(CC(C(C)C)C)C	-22.45642244	0.183627066
CCCC(C(CC(C)(C)C)(CC)C)CC	-22.68635228	0.168069209
CCC(C(CC(C)(C)C)(CC)C)C(C)C	-20.16700089	0.146464092
CCCC(C(CCC)(CC)C)C(C)(C)C	-21.85015315	0.163155359
CCCC(C(C(C)(C)C)C(C)C)(CC)C	-17.29219292	0.107353993
CCCCC(CC(CCC)(CC)C)(C)C	-29.20197248	0.302084077
CCCC(CC(CC(C)C)(C)C)(CC)C	-24.44218997	0.234109485
CCCCC(CC(C)(C)C)(CCC)CC	-31.01549899	0.341062011
CCCC(CC(C)(C)C)(CC(C)C)CC	-26.07130665	0.268891232
CCCC(C(CC(C)(C)C)(CC)C)(C)C	-20.30842372	0.135593878
CCC(C(C(C)C)(C)C)(CC(C)(C)C)C	-18.33725836	0.110567546
CCCCC(C(CC(C)(C)C)(CC)C)C	-26.08476513	0.216221991
CCC(C(CC(C)C)C)(CC(C)(C)C)C	-22.11628085	0.200938954
CCCC(C(C(C)C)(CC)C)C(C)(C)C	-19.44713232	0.109630843
CCC(C(C(C)(C)C)C(C)C)(C(C)C)C	-17.40976804	0.094974432
CCCCC(CC(C(C)C)(CC)C)(C)C	-22.69039937	0.18244272
CCC(C(C)C)(CC(CC(C)C)(C)C)C	-21.07785098	0.160129081
CCCCC(C(C)C)(CC(C)(C)C)CC	-23.68643677	0.18970863
CCC(C(C)C)(CC(C)(C)C)CC(C)C	-19.85528939	0.158678362
CCCCCCC(C(C)(C)C)C(CC)C	-32.10806147	0.365650995
CCC(C(C(C)(C)C)CCCC(C)C)C	-30.50563697	0.387191515
CCCC(CC(C(C)(C)C)C(CC)C)C	-23.93151177	0.214409711
CCC(C(C(C)(C)C)CC(C(C)C)C)C	-19.47647478	0.146080016
CCCC(C(C(C)(C)C)C(CC)C)CC	-19.63997098	0.142137961
CCC(C(C(C)(C)C)C(C(C)C)CC)C	-17.69113899	0.108395452
CCCC(C(C)(C)C)(C(CC)C)CCC	-21.82795189	0.167196472
CCCC(C(C)(C)C)(C(CC)C)C(C)C	-20.11126965	0.11963952
CCCCC(C(C(CC)C)CCC)(C)C	-25.97147639	0.264920313
CCCC(C(CC(C)C)(C)C)C(CC)C	-22.12788671	0.197464389
CCCCC(C(C(C)(C)C)CCC)CC	-24.49349374	0.200496518
CCCC(C(C)(C)C)C(CC(C)C)CC	-20.8866924	0.17629168
CCC(C(C(C)(C)C)(C(C)C)C(C)C)C	-18.45160613	0.093247057
CCCCC(C(C(CC)C)C(C)C)(C)C	-21.46805521	0.1678431
CCC(C(C(CC(C)C)(C)C)C(C)C)C	-18.33485895	0.132807805
CCCC(C(C(C)(C)C)C(CC)C)(C)C	-19.56707566	0.130647902
CCC(C(C(C(C)C)(C)C)C(C)(C)C)C	-18.21208544	0.104935762
CCCCC(C(C(C)(C)C)C(CC)C)C	-23.38410778	0.181932943
CCC(C(C(C)(C)C)C(CC(C)C)C)C	-19.46192195	0.131939791
CCCCC(C(C(C)(C)C)C(C)C)CC	-21.40967935	0.173098973
CCC(C(C(C)(C)C)C(C)C)CC(C)C	-18.8802459	0.124375098
CCCCCCCC(CC(CC)C)(C)C	-42.57794358	0.65632534
CCC(CC(CCCCC(C)C)(C)C)C	-41.68719904	0.616435754
CCCC(CCC(CC(CC)C)(C)C)C	-34.34700268	0.475208377
CCC(CC(CCC(C(C)C)C)(C)C)C	-30.34149402	0.388921079
CCCC(CC(CC(CC)C)(C)C)CC	-29.02255213	0.340191281
CCC(CC(CC(C(C)C)CC)(C)C)C	-23.90577263	0.233698857
CCCC(C(CC(CC)C)(C)C)CCC	-27.12974576	0.280312214
CCCC(C(CC(CC)C)(C)C)C(C)C	-21.73823182	0.198784112
CCCCC(CC(CCCC)(C)C)CC	-35.33942114	0.442975358
CCCCC(CC(CC(C)C)CC)(C)C	-27.88428471	0.292963932
CCCCC(CC(CC)C)(CCCC)C	-35.65675851	0.385664083
CCCCC(CC(CC)C)(CC(C)C)C	-31.67165595	0.352250366
CCC(CC(C(C(C)C)C(C)C)(C)C)C	-19.35555569	0.134108894
CCCC(CC(CC(CC)C)(C)C)(C)C	-25.69732982	0.25967498
CCC(CC(CC(C(C)C)(C)C)(C)C)C	-22.45976357	0.192411632
CCCCC(CC(CC(CC)C)(C)C)C	-31.78103982	0.40054989
CCC(CC(CC(CC(C)C)C)(C)C)C	-27.62812089	0.300755251
CCC(CC(CC(C)C)(CC(C)C)C)C	-26.62888753	0.255150617
CCCCC(CC(CC(C)C)(C)C)CC	-31.43644681	0.333013293
CCC(CC(CC(C)C)(C)C)CC(C)C	-25.06995469	0.250048518
CCCCCCCC(CC(C)(C)C)CC	-42.66299559	0.626262945
CCC(CC(C)(C)C)CCCCC(C)C	-40.42427283	0.634807282
CCCC(CCC(CC(C)(C)C)CC)C	-36.3948234	0.477771849
CCC(CC(C)(C)C)CCC(C(C)C)C	-31.6092741	0.34894421
CCCC(CC(CC(C)(C)C)CC)CC	-27.60496657	0.292216085
CCC(CC(C)(C)C)CC(C(C)C)CC	-22.0752107	0.209865672
CCCC(C(CC(C)(C)C)CC)CCC	-24.53594738	0.243583049
CCCC(C(CC(C)(C)C)CC)C(C)C	-20.78207014	0.160292929
CCC(C(C(C)C)C(C)C)CC(C)(C)C	-18.56219834	0.126914398
CCCC(CC(CC(C)(C)C)CC)(C)C	-24.65095008	0.235450569
CCC(CC(C(C)C)(C)C)CC(C)(C)C	-22.93256028	0.202038011
CCCCC(CC(CC(C)(C)C)CC)C	-29.69454336	0.333284711
CCC(CC(C)(C)C)CC(CC(C)C)C	-25.15007651	0.251889623
CCCCCCCCC(C(C)(C)C)CC	-43.15139944	0.593244603
CCC(C(C)(C)C)CCCCCC(C)C	-38.41021438	0.466508797
CCCC(CCCC(C(C)(C)C)CC)C	-37.0368438	0.557483718
CCC(C(C)(C)C)CCCC(C(C)C)C	-34.60349999	0.424663238
CCCC(CCC(C(C)(C)C)CC)CC	-32.48455197	0.374567662
CCC(C(C)C)CCC(C(C)(C)C)CC	-27.15229309	0.289428657
CCCC(CC(C(C)(C)C)CC)CCC	-27.30388062	0.305670401
CCCC(C(C)C)CC(C(C)(C)C)CC	-22.61653244	0.217989603
CCCCC(C(C(C)(C)C)CC)CCC	-26.16545162	0.232067778
CCCCC(C(C(C)(C)C)CC)C(C)C	-22.99711603	0.182080732
CCCCCC(C(C)(C)C)(CCC)CC	-28.95705266	0.251440385
CCCCCC(C(C)(C)C)(C(C)C)CC	-26.29697853	0.223507234
CCCCCC(C(CCCC)(C)C)CC	-35.74752564	0.42978904
CCCCCC(C(CC(C)C)(C)C)CC	-30.22830931	0.379483828
CCCCCC(C(C)(C)C)C(CCC)C	-29.76378355	0.322091702
CCCCCC(C(C)(C)C)C(C(C)C)C	-25.21243088	0.220317179
CCCCCC(C(C)(C)C)CCCCC	-42.11923753	0.593725596
CCCCCC(C(C)(C)C)CCC(C)C	-36.57663228	0.445073968
CC(CCC(C(C)(C)C)CCC(C)C)C	-31.75556148	0.427046546
CCCC(C(C(C)(C)C)CCC(C)C)C	-25.87883025	0.238361181
CC(CCC(C(C)(C)C)C(C(C)C)C)C	-21.62737652	0.16839237
CCCC(C(C)(C)C)(CCC(C)C)CC	-24.23560522	0.212008258
CCC(C(C)(C)C)(C(C)C)CCC(C)C	-21.64123169	0.147242905
CCCCC(C(CCC(C)C)CC)(C)C	-31.18197481	0.335121942
CCC(C(CC(C)C)(C)C)CCC(C)C	-26.8955661	0.303124851
CCCC(C(C(C)(C)C)CC)CC(C)C	-20.91738833	0.148777804
CCC(C(C)(C)C)C(C(C)C)CC(C)C	-16.60719673	0.110519831
CCC(C(C)(C)C)CC(C(C)C)C(C)C	-18.55261271	0.135766566
CCCC(CCC(C(C)(C)C)CC)(C)C	-26.27066028	0.258622789
CCC(C(C)(C)C)CCC(C(C)C)(C)C	-23.99143386	0.239029593
CCCCC(CCC(C(C)(C)C)CC)C	-32.59783431	0.388781545
CCC(C(C)(C)C)CCC(CC(C)C)C	-28.71490914	0.323779143
CCCCCCC(C(C(C)(C)C)CC)C	-31.73999506	0.383118907
CCC(C(C)(C)C)C(CCCC(C)C)C	-29.1370507	0.284985865
CCCC(CC(C(C(C)(C)C)CC)C)C	-22.82616868	0.193645705
CCC(C(C)(C)C)C(CC(C(C)C)C)C	-20.90136462	0.154802888
CCCC(C(C(C(C)(C)C)CC)C)CC	-21.44230548	0.179839818
CCC(C(C(C(C)(C)C)CC)C)C(C)C	-18.26828114	0.12405783
CCCC(C(C(C)(C)C)CC)(CCC)C	-22.51655909	0.16324471
CCCC(C(C(C)(C)C)CC)(C(C)C)C	-20.67056918	0.158753252
CCCC(C(C(C)(C)C)(CCC)CC)C	-22.56632956	0.154846655
CCCC(C(C(C)(C)C)(C(C)C)CC)C	-20.02366175	0.112389563
CCCCC(C(C(CCC)C)CC)(C)C	-25.57499308	0.224445154
CCCC(C(C(CC(C)C)(C)C)CC)C	-22.96695723	0.212732199
CCCC(C(C(C)(C)C)C(CCC)C)C	-20.65969441	0.152166301
CCCC(C(C(C)(C)C)C(C(C)C)C)C	-19.16570537	0.112138949
CC(C(C(C(C)(C)C)C(C(C)C)C)C)C	-17.26725938	0.10974656
CCCC(C(C)(C)C)(C(C(C)C)C)CC	-19.22706635	0.127012887
CCC(C(C)(C)C)(C(C(C)C)C)C(C)C	-20.26553635	0.12031861
CCCCC(C(C(C(C)C)C)CC)(C)C	-22.80013795	0.187800468
CCC(C(CC(C)C)(C)C)C(C(C)C)C	-19.1391752	0.126118846
CCC(C(C(C)C)(C(C)C)C)C(C)(C)C	-18.91586694	0.107149715
CCCC(C(C(C(C)(C)C)CC)C)(C)C	-19.57238224	0.146858898
CCC(C(C)(C)C)C(C(C(C)C)(C)C)C	-19.06923972	0.133853183
CCCCC(C(C(C(C)(C)C)CC)C)C	-22.40686538	0.180193824
CCC(C(C)(C)C)C(C(CC(C)C)C)C	-18.17181735	0.126902716
CCCCCCC(C(C)(C)C)(CC)CC	-32.57458676	0.333071856
CCC(C(C)(C)C)(CCCC(C)C)CC	-29.05385819	0.260139393
CCCC(CC(C(C)(C)C)(CC)CC)C	-23.31367351	0.173542493
CCC(C(C)(C)C)(CC(C(C)C)C)CC	-19.74219925	0.113406693
CCCC(C(C(C)(C)C)(CC)CC)CC	-21.61717076	0.176207218
CCC(C(C(C)(C)C)(CC)CC)C(C)C	-18.92927887	0.111667644
CCCCC(C(CCC)(CC)CC)(C)C	-25.44753758	0.212316582
CCCC(C(CC(C)C)(C)C)(CC)CC	-21.78929136	0.176615237
CCCCC(C(C(C)C)(CC)CC)(C)C	-22.79962681	0.167429808
CCC(C(CC(C)C)(C)C)(C(C)C)CC	-19.85368985	0.127190378
CCCC(C(C(C)(C)C)(CC)CC)(C)C	-20.37727072	0.12014179
CCC(C(C(C)C)(C)C)(C(C)(C)C)CC	-18.79456682	0.094175802
CCCCC(C(C(C)(C)C)(CC)CC)C	-24.83306805	0.190624636
CCC(C(C)(C)C)(C(CC(C)C)C)CC	-19.59488426	0.115829736
CCCCCCCC(C(CC)CC)(C)C	-41.20125876	0.568683978
CCC(C(CCCCC(C)C)(C)C)CC	-40.75232445	0.543522164
CCCC(CCC(C(CC)CC)(C)C)C	-30.86999644	0.329443331
CCC(C(CCC(C(C)C)C)(C)C)CC	-27.03224802	0.279872202
CCCC(CC(C(CC)CC)(C)C)CC	-26.8699186	0.262357965
CCC(C(C)C)CC(C(CC)CC)(C)C	-21.51683237	0.18957626
CCCC(C(C(CC)CC)(C)C)CCC	-24.63925015	0.228391877
CCCC(C(C(CC)CC)(C)C)C(C)C	-20.20826251	0.134158942
CCCCC(C(CC)CC)(CCCC)C	-32.22382949	0.330282911
CCCCC(C(CC)CC)(CC(C)C)C	-27.44978017	0.271625113
CCC(C(C(C(C)C)C(C)C)(C)C)CC	-18.64171121	0.140256258
CCCC(CC(C(CC)CC)(C)C)(C)C	-24.17897194	0.214737043
CCC(C(CC(C(C)C)(C)C)(C)C)CC	-20.88795046	0.159194122
CCCCC(CC(C(CC)CC)(C)C)C	-30.30839416	0.323964946
CCC(C(CC(CC(C)C)C)(C)C)CC	-24.47469181	0.267232537
CCC(C(CC(C)C)(CC(C)C)C)CC	-23.67283881	0.178251379
CCCCCCCCC(C(C)(C)C)(C)C	-39.61451625	0.478837658
CC(CCCCCC(C(C)(C)C)(C)C)C	-38.21523395	0.470704307
CCCC(CCCC(C(C)(C)C)(C)C)C	-34.93348907	0.43725337
CC(C(CCCC(C(C)(C)C)(C)C)C)C	-33.22735004	0.349471533
CCCC(CCC(C(C)(C)C)(C)C)CC	-26.91906718	0.253063519
CCC(C(C)C)CCC(C(C)(C)C)(C)C	-23.3123863	0.173977599
CCCC(CC(C(C)(C)C)(C)C)CCC	-26.78372899	0.238172134
CCCC(C(C)C)CC(C(C)(C)C)(C)C	-21.57004915	0.159881567
CCCCC(C(C(C)(C)C)(C)C)CCC	-26.21480931	0.213318205
CCCCC(C(C(C)(C)C)(C)C)C(C)C	-20.85678749	0.124325905
CCCCCC(C(CCCC)(C)C)(C)C	-35.30872272	0.394953071
CCCCCC(C(CC(C)C)(C)C)(C)C	-30.02204181	0.302130576
CCCCCC(C(C)(C)C)(CCCC)C	-30.82160771	0.314164006
CCCCCC(C(C)(C)C)(CC(C)C)C	-27.0684014	0.259047538
CCCCC(CCC(C(C)(C)C)(C)C)C	-29.74984403	0.342414891
CC(CC(CCC(C(C)(C)C)(C)C)C)C	-25.97018748	0.266486416
CCCC(CCC(C(C)(C)C)(C)C)(C)C	-20.79264158	0.156699346
CC(C(CCC(C(C)(C)C)(C)C)(C)C)C	-19.91340823	0.152264326
CC(C(C(C)C)CC(C(C)(C)C)(C)C)C	-17.35185243	0.106759732
CCCC(C(C(C)(C)C)(C)C)CC(C)C	-21.01133071	0.15170564
CC(CC(C(C(C)(C)C)(C)C)C(C)C)C	-17.060114	0.091369415
CCCCC(C(CCC(C)C)(C)C)(C)C	-28.60077066	0.333626907
CC(CCC(C(CC(C)C)(C)C)(C)C)C	-23.52295864	0.203916183
CCCCC(C(C)(C)C)(CCC(C)C)C	-25.30725069	0.215663596
CC(CCC(C(C)(C)C)(CC(C)C)C)C	-22.68824239	0.161118722
CCCCCCC(C(C(C)(C)C)(C)C)C	-32.61789785	0.347783972
CC(CCCC(C(C(C)(C)C)(C)C)C)C	-29.97415287	0.299288606
CCCC(CC(C(C(C)(C)C)(C)C)C)C	-23.21453728	0.216011262
CC(C(CC(C(C(C)(C)C)(C)C)C)C)C	-20.90639621	0.150335177
CCCC(C(C(C(C)(C)C)(C)C)C)CC	-20.43228829	0.131929157
CCC(C(C(C(C)(C)C)(C)C)C)C(C)C	-18.63208542	0.106025496
CCCC(C(C(C)(C)C)(C)C)(CCC)C	-21.93332518	0.141042159
CCCC(C(C(C)(C)C)(C)C)(C(C)C)C	-19.76724654	0.108005676
CCCCC(C(C(CCC)C)(C)C)(C)C	-25.23674658	0.204502448
CCCC(C(C(CC(C)C)(C)C)(C)C)C	-20.93125445	0.159486094
CCCCC(C(C)(C)C)(C(CCC)C)C	-25.02319445	0.216620983
CCCC(C(C(C)(C)C)(CC(C)C)C)C	-21.3167153	0.136908166
CCCCC(C(C(C(C)(C)C)(C)C)C)C	-23.26616376	0.178116486
CC(CC(C(C(C(C)(C)C)(C)C)C)C)C	-19.17440884	0.126334163
CCCC(C(C(C(C)(C)C)(C)C)C)(C)C	-19.51398765	0.114705584
CC(C(C(C(C(C)(C)C)(C)C)C)(C)C)C	-19.10792747	0.094556476
CC(C(C(C(C)(C)C)(C)C)(C(C)C)C)C	-18.76276901	0.086662736
CCCCC(C(C(C(C)C)C)(C)C)(C)C	-22.7197523	0.166801334
CC(CC(C(C(C(C)C)C)(C)C)(C)C)C	-19.91302577	0.130612638
CCCCC(C(C)(C)C)(C(C(C)C)C)C	-21.15118065	0.149104986
CC(CC(C(C)(C)C)(C(C(C)C)C)C)C	-18.58065802	0.112407442
CCCCCCCC(C(CC)(C)C)(C)C	-40.08397187	0.495562473
CCC(C(CCCCC(C)C)(C)C)(C)C	-38.55108739	0.535252121
CCCC(CCC(C(CC)(C)C)(C)C)C	-28.99982245	0.334737912
CCC(C(CCC(C(C)C)C)(C)C)(C)C	-26.4573251	0.258140486
CCCC(CC(C(CC)(C)C)(C)C)CC	-26.4025826	0.24922392
CCC(C(C)C)CC(C(CC)(C)C)(C)C	-21.53568858	0.167376899
CCCC(C(C(CC)(C)C)(C)C)CCC	-25.13767472	0.212641996
CCCC(C(C(CC)(C)C)(C)C)C(C)C	-19.99583005	0.115130655
CCCCC(C(CCCC)(C)C)(CC)C	-28.07701436	0.26893788
CCCCC(C(CC(C)C)(CC)C)(C)C	-24.73174479	0.204201776
CCCCC(C(CC)(C)C)(CCCC)C	-28.20534187	0.22286332
CCCCC(C(CC)(C)C)(CC(C)C)C	-25.43948966	0.225150063
CCC(C(C(C(C)C)C(C)C)(C)C)(C)C	-17.68474147	0.100965519
CCCC(CC(C(CC)(C)C)(C)C)(C)C	-22.43997561	0.178408288
CCC(C(CC(C(C)C)(C)C)(C)C)(C)C	-19.87683278	0.130074836
CCCCC(CC(C(CC)(C)C)(C)C)C	-29.03068923	0.283941535
CCC(C(CC(CC(C)C)C)(C)C)(C)C	-25.44948579	0.273730671
CCC(C(CC(C)C)(CC(C)C)C)(C)C	-22.49971733	0.169037361
CCCCC(C(CC(C)C)(C)C)(CC)C	-24.48817499	0.19582694
CCC(C(CC(C)C)(C)C)(CC(C)C)C	-21.2831406	0.154845176
CCCCCCCC(C(C)(C)C)(CC)C	-35.52272217	0.416505871
CCC(C(C)(C)C)(CCCCC(C)C)C	-34.65076942	0.367092002
CCCC(CCC(C(C)(C)C)(CC)C)C	-26.67940322	0.276189034
CCC(C(C)(C)C)(CCC(C(C)C)C)C	-24.0330448	0.217727004
CCCC(CC(C(C)(C)C)(CC)C)CC	-23.23781439	0.195688929
CCC(C(C)C)CC(C(C)(C)C)(CC)C	-19.5024868	0.135116535
CCCC(C(C(C)(C)C)(CC)C)CCC	-22.48806168	0.159046474
CCCC(C(C(C)(C)C)(CC)C)C(C)C	-18.67904678	0.121580094
CCCCC(C(C)(C)C)(CCCC)CC	-27.45910907	0.238487968
CCCCC(C(C)(C)C)(CC(C)C)CC	-22.9420045	0.191108264
CCC(C(C)(C)C)(C(C(C)C)C(C)C)C	-17.09863429	0.085967261
CCCC(CC(C(C)(C)C)(CC)C)(C)C	-20.47498305	0.118272005
CCC(C(C)(C)C)(CC(C(C)C)(C)C)C	-17.91478837	0.112607961
CCCCC(CC(C(C)(C)C)(CC)C)C	-26.42796527	0.20969322
CCC(C(C)(C)C)(CC(CC(C)C)C)C	-21.69249509	0.156997527
CCC(C(C)(C)C)(CC(C)C)CC(C)C	-19.23563732	0.116568864
CCCCCCCCC(CC)(CC)CC	-47.34433882	0.714154871
CCC(CCCCCC(C)C)(CC)CC	-45.68848504	0.664879873
CCCC(CCCC(CC)(CC)CC)C	-40.79090917	0.612390803
CCC(CCCC(C(C)C)C)(CC)CC	-38.47113056	0.516460927
CCCC(CCC(CC)(CC)CC)CC	-35.16087449	0.356931011
CCC(C(C)C)CCC(CC)(CC)CC	-29.14770958	0.362196156
CCCC(CC(CC)(CC)CC)CCC	-32.49070023	0.377197762
CCCC(C(C)C)CC(CC)(CC)CC	-23.80448471	0.251681053
CCCCC(C(CC)(CC)CC)CCC	-28.87753806	0.293551062
CCCCC(C(CC)(CC)CC)C(C)C	-22.94338538	0.172418934
CCCCCC(C(CCC)C)(CC)CC	-33.24905825	0.379446752
CCCCCC(C(C(C)C)C)(CC)CC	-29.99626207	0.28537602
CCCCCC(CCCCC)(CC)CC	-46.37287009	0.60761146
CCCCCC(CCC(C)C)(CC)CC	-38.76249905	0.480419936
CCC(CCC(C)C)(CCC(C)C)CC	-31.36548826	0.335815864
CCCC(C(CCC(C)C)(CC)CC)C	-27.17003192	0.255597034
CCC(C(C(C)C)C)(CCC(C)C)CC	-25.0929598	0.232287379
CCCC(C(CC)(CC)CC)CC(C)C	-22.09375201	0.190392654
CCC(C(C(C)C)CC(C)C)(CC)CC	-19.42526793	0.141356115
CCC(CC(C(C)C)C(C)C)(CC)CC	-18.86736834	0.135192096
CCCC(CCC(CC)(CC)CC)(C)C	-26.86720836	0.269694716
