Supporting Information for "Machine Learning from Heteroscedastic Data: Second Virial Coefficients of Alkane Isomers"
Authors: Arpit Bansal, Andrew J. Schultz, David A. Kofke and Johannes Hachmann
Journal of Physical Chemistry B (2022)


Shape Descriptors generated using Monte Carlo simulations in Etomica. 
Shape descriptors computed are:
- Squared Radius of Gyration (Angstrom^6)
- Asphericity (Angstrom^6)
- Acylindricity (Angstrom^6)
- Anisotropy
- Along with standard deviation (SD) in the above quantities

These simulations are carried out in Etomica using etomica.virial.simulations.VirialSingleAlkane class available at https://github.com/etomica/etomica/tree/677f479ba8b41515cea06e873d3f2a82c0259e27

SMILES	Squared_Radius_Gyration	SD_Squared_Radius_Gyration	Asphericity	SD_Asphericity	Acylindricity	SD_Acylindricity	Anisotropy	SD_Anisotropy
CCC(CC(C(C(CC)C)C)C)C 	11.2915	0.6654497	0.4825798	0.08524477	0.08582538	0.04627181	0.2472994	0.07676166
CCC(C(C(C(CC)CC)C)C)C 	10.66833	0.3860577	0.4464779	0.04424497	0.0751489	0.03521818	0.2064689	0.0390317
CCC(C(C(C(CC)(C)C)C)C)C 	10.35664	0.3127691	0.4633965	0.0405164	0.05126004	0.02677847	0.2188988	0.03593058
CCC(CC(C(CC)C)(CC)C)C 	10.23998	0.4210263	0.3047361	0.0841258	0.1356932	0.04144395	0.1150576	0.05599035
CCC(C(C(CC)CC)(CC)C)C 	9.508971	0.2164416	0.2663459	0.03049359	0.1275542	0.040869	0.08532744	0.01481146
CCC(C(C(CC)(C)C)(CC)C)C 	9.443461	0.1745117	0.3515758	0.0465426	0.0933256	0.03490156	0.1332312	0.0315816
CCC(CCC(C(CC)C)CC)C 	11.93542	0.7163572	0.4939178	0.06957463	0.1283138	0.04193957	0.2624107	0.06407625
CCC(CC(C(CC)C)CC)CC 	10.94456	0.4905296	0.3823414	0.07192568	0.09442052	0.04801447	0.1597637	0.05600349
CCC(C(CC(CC)(C)C)CC)C 	10.33658	0.3771408	0.3402825	0.04589325	0.1339179	0.03974067	0.1325188	0.03181412
CCC(CCCC(CC)(CC)C)C 	12.69177	0.7441794	0.5740886	0.05200844	0.08173891	0.03536907	0.3382387	0.05723596
CCC(CCC(CC)(CC)C)CC 	11.36501	0.5080942	0.4646585	0.0569207	0.109552	0.05018047	0.2300288	0.0484733
CCC(CCC(CC)(CC)C)(C)C 	10.88992	0.4701626	0.4656001	0.05397109	0.07804946	0.03760612	0.2253335	0.04857002
CCC(CC(C(CC)(CC)C)C)C 	10.63467	0.4912702	0.4476644	0.05889545	0.06925642	0.03379906	0.2083432	0.05055548
CCC(C(C(CC)(CC)C)C)CC 	9.72435	0.2579564	0.3290304	0.03675482	0.07080476	0.05010989	0.1152662	0.02277985
CCC(C(C(CC)(CC)C)C)(C)C 	9.461815	0.2438204	0.3853115	0.04353993	0.05788512	0.01638878	0.1530746	0.03309274
CCC(CCC(CC)(CC)CC)C 	11.19864	0.5090971	0.4673942	0.05328452	0.08932213	0.04477692	0.2288085	0.04851799
CCC(CC(CC)(CC)CC)CC 	10.14868	0.2693076	0.33408	0.04332047	0.1115402	0.0549162	0.1250374	0.03005963
CCC(CC(CC)(CC)CC)(C)C 	9.667838	0.232018	0.3379097	0.04373574	0.07948362	0.04783438	0.1225384	0.03011751
CCC(CCCC(C(C)(C)C)C)C 	13.2722	1.009155	0.6454081	0.0568303	0.04991253	0.02394557	0.4220784	0.07147698
CCC(CCC(C(C)(C)C)C)CC 	12.0962	0.6601442	0.5558229	0.05157964	0.0865516	0.03268802	0.3180377	0.05427513
CCC(CCC(C(C)(C)C)C)(C)C 	11.43963	0.5268005	0.5520613	0.04125164	0.05580039	0.0283203	0.309409	0.04469675
CCC(CC(C(C(C)(C)C)C)C)C 	10.62232	0.4069273	0.4528712	0.04244661	0.07482758	0.03402477	0.2119461	0.03647994
CCC(C(C(C(C)(C)C)C)C)CC 	9.821468	0.2375184	0.3906941	0.03972945	0.05918157	0.02903683	0.1574912	0.02890472
CCC(C(C(C(C)(C)C)C)C)(C)C 	9.379896	0.2534228	0.3773682	0.04127408	0.04854258	0.01957891	0.1461504	0.03090004
CCC(CC(C(C)(C)C)(CC)C)C 	9.885412	0.3384772	0.387785	0.04494574	0.1033349	0.03257498	0.1611998	0.03237624
CCC(C(C(C)(C)C)(CC)C)CC 	9.091565	0.1548896	0.2396417	0.03903611	0.09433121	0.04345134	0.06704959	0.02025564
CCC(C(CC)(C)C)(C(C)(C)C)C 	8.690283	0.1833996	0.2262978	0.05740265	0.1081586	0.02668059	0.06377271	0.02575085
CCC(CCC(C(CC)C)(C)C)C 	11.69193	0.7007998	0.5150058	0.06619991	0.09035635	0.04316633	0.2771507	0.06413103
CCC(CC(C(CC)C)(C)C)CC 	10.65198	0.4716178	0.4271315	0.06581238	0.1088182	0.04036838	0.1969033	0.05333919
CCC(C(CC(CC)(C)C)(C)C)C 	10.17252	0.4102872	0.4382196	0.0611321	0.06133165	0.03055781	0.1992901	0.05175755
CCC(CCC(C(C)(C)C)CC)C 	11.34276	0.5340206	0.4857261	0.05106342	0.1219732	0.03889954	0.2508433	0.04645718
CCC(CC(C(C)(C)C)CC)CC 	10.34846	0.3316272	0.3846508	0.0505746	0.09100129	0.04319965	0.158114	0.03925358
CCC(C(C)(C)C)CC(CC)(C)C 	9.983435	0.3243624	0.3863514	0.04744545	0.1173347	0.03429692	0.162713	0.0350681
CCC(CCC(C(C)(C)C)(C)C)C 	11.37923	0.5409781	0.5559689	0.04818794	0.05201822	0.02173642	0.3138136	0.05208581
CCC(CC(C(C)(C)C)(C)C)CC 	10.17409	0.3441198	0.4311075	0.04647431	0.09547795	0.02677663	0.1954042	0.03682859
CCC(CC(C(C)(C)C)(C)C)(C)C 	9.71456	0.3168462	0.4237098	0.03907474	0.05065506	0.02093397	0.1833088	0.0333043
CCC(C(CC(C(CC)C)C)C)C 	10.86012	0.6491027	0.413794	0.07769012	0.1056386	0.05062259	0.1875448	0.0632238
CCC(C(CC(CC)(CC)C)C)C 	10.54637	0.5241075	0.4237224	0.06665159	0.1008365	0.04551548	0.193166	0.05219435
CCC(C(C(C(CC)C)C)CC)C 	10.34788	0.3604051	0.3418097	0.06081189	0.106263	0.03321576	0.1298469	0.03658222
CCC(C(C(CC)(CC)CC)C)C 	9.61579	0.1857059	0.3144592	0.03181572	0.06648742	0.03321999	0.1040434	0.02083194
CCC(C(C(C(CC)C)(C)C)C)C 	9.984997	0.280697	0.3568872	0.0421337	0.08546389	0.02772198	0.1351866	0.02826196
CCC(CC(CC)(CC)C)(CC)C 	9.92653	0.2643466	0.3687461	0.04489172	0.08076527	0.04239322	0.144211	0.03164535
CCC(C(C(CC)(CC)C)CC)C 	9.69604	0.2397924	0.2850359	0.06224485	0.1113398	0.03723449	0.0954261	0.03508745
CCC(C(CC)(CC)C)(CC)CC 	8.99387	0.1772676	0.2015274	0.03718728	0.08683672	0.03418877	0.0485185	0.01521778
CCC(C(C(CC)(CC)C)(C)C)C 	9.226836	0.2148121	0.3104948	0.05070142	0.06555936	0.03315878	0.1029998	0.02928661
CCC(C(CCCC(C)(C)C)C)C 	13.16095	0.8978668	0.6134237	0.05502282	0.0621307	0.02251827	0.3826003	0.06582327
CCC(CCCC(C)(C)C)(CC)C 	12.34048	0.5464314	0.5798669	0.0407838	0.06115045	0.02443002	0.3411506	0.04559683
CCC(C(CC)C)CCC(C)(C)C 	11.50463	0.3966498	0.4630622	0.04210933	0.1109462	0.03836929	0.2265222	0.03690221
CCC(CCC(C)(C)C)(CC)CC 	10.58962	0.2745214	0.4309651	0.0319074	0.06655294	0.03566437	0.1909887	0.02816486
CCC(C(CCC(C)(C)C)(C)C)C 	10.98476	0.4707221	0.4911237	0.05563384	0.07577549	0.03625494	0.2496109	0.05290724
CCC(C(CC(C(C)(C)C)C)C)C 	10.65683	0.4121204	0.4606694	0.04596203	0.08114824	0.03207882	0.220054	0.04259397
CCC(CC(C(C)(C)C)C)(CC)C 	10.2233	0.28564	0.4379655	0.04150238	0.06414541	0.03700159	0.1976557	0.03511745
CCC(C(C(C(C)(C)C)C)CC)C 	9.668071	0.2047721	0.2838939	0.04308468	0.1202821	0.02777043	0.09387402	0.0224438
CCC(C(C(C)(C)C)C)(CC)CC 	9.028543	0.1578555	0.2880904	0.02581712	0.09133156	0.03759855	0.09098256	0.01486255
CCC(C(C(C(C)(C)C)C)(C)C)C 	9.532128	0.1765664	0.3775266	0.02603101	0.0762445	0.0159566	0.1477551	0.01894069
CCC(C(C(CC)C)C(CC)C)C 	9.894904	0.3562952	0.1979231	0.03146257	0.1950716	0.04715182	0.07036819	0.01599801
CCC(C(C(CC)C)(CC)CC)C 	9.502253	0.1699047	0.2691013	0.04101519	0.05961556	0.03490738	0.07768632	0.02009836
CCC(C(C(CC(C)(C)C)C)C)C 	10.81542	0.5507824	0.4736689	0.07908243	0.07088844	0.04146905	0.2356961	0.07123196
CCC(C(CC(C)(C)C)C)(CC)C 	10.09292	0.2622813	0.4120209	0.03366431	0.06258633	0.02027915	0.1741404	0.02631698
CCC(C(CC(C)(C)C)(CC)C)C 	9.57314	0.225228	0.3125255	0.03382299	0.1245226	0.02386868	0.110875	0.02198072
CCC(C(C(C(C)(C)C)CC)C)C 	10.01512	0.2285391	0.4127825	0.02597931	0.07782338	0.01760098	0.1758443	0.02067077
CCC(C(CC)(CC)C)C(C)(C)C 	9.121116	0.1634369	0.2218628	0.02718162	0.1045898	0.03883413	0.0593027	0.01425674
CCC(C(C(C)(C)C)(CC)CC)C 	8.914166	0.1443614	0.2288891	0.01959159	0.02152454	0.01211846	0.05322592	0.008762458
CCC(C(C(C)(C)C)C(CC)C)C 	9.417131	0.2279969	0.1946734	0.02764315	0.1610825	0.03586842	0.05909029	0.01196053
CCC(C(C(C(C)(C)C)(C)C)C)C 	9.359497	0.1940362	0.3994671	0.01712787	0.03459763	0.01010389	0.160843	0.01375376
CCC(C(C(C)(C)C)(C)C)(CC)C 	8.818352	0.1587192	0.3014843	0.03931035	0.07181333	0.02971906	0.0969708	0.02350434
CCC(C(C)(C)C)CCC(C)(C)C 	10.69172	0.3075144	0.4489868	0.03069449	0.1273665	0.01537195	0.2148648	0.02562557
CCC(CC(C)(C)C)CC(C)(C)C 	10.3683	0.2578722	0.4009404	0.03527154	0.1530457	0.02167439	0.1799173	0.02474387
CCC(C(C)(C)C)(CC(C)(C)C)C 	9.320002	0.1713463	0.3492955	0.01780546	0.0857697	0.02204464	0.1282052	0.01193198
CCC(C(C)(C)C)C(C(C)(C)C)C 	9.079806	0.157932	0.2788302	0.02125927	0.1102097	0.0138301	0.08743192	0.01153057
CCC(C(C(C)(C)C)C(C)(C)C)C 	8.976341	0.1471418	0.1879064	0.02221667	0.1708947	0.01493639	0.05787596	0.008643789
CCC(C(C)(C)C)(C(C)(C)C)CC 	8.33597	0.1071337	0.1266495	0.01528124	0.05997446	0.03824287	0.02006967	0.005685919
CC(CCCCCC(C)(C)C)(C)C 	15.26529	1.227901	0.7304309	0.04830963	0.01882519	0.01573815	0.5363265	0.06682183
CC(C(C)(C)C)CCCC(C)(C)C 	12.90616	0.6872268	0.6469818	0.03436911	0.03445247	0.01039106	0.4207298	0.04327792
CC(CC(C)(C)C)CCC(C)(C)C 	11.61136	0.7291598	0.5439665	0.05613567	0.08423887	0.02304295	0.3047626	0.05960365
CC(CCC(C(C)(C)C)(C)C)(C)C 	10.51275	0.3367409	0.5104735	0.0294108	0.03423269	0.01207421	0.2624267	0.02951587
CC(C(C)(C)C)CC(C(C)(C)C)C 	10.35994	0.2520799	0.4865071	0.0193419	0.0601041	0.02380706	0.2401916	0.01848748
CC(C(C(C)(C)C)C)CC(C)(C)C 	10.35721	0.3917254	0.4851817	0.04173002	0.03441735	0.02111832	0.2383441	0.03932817
CC(C(C(C)(C)C)(C)C)C(C)(C)C 	9.119998	0.1858052	0.3893427	0.02101879	0.02781259	0.01198474	0.1527199	0.01677411
CC(CC(C)(C)C)(CC(C)(C)C)C 	10.19604	0.3399802	0.4646859	0.04303934	0.05705848	0.02085936	0.2204943	0.03870925
CC(C(C(C)(C)C)C(C)(C)C)(C)C 	8.599895	0.1245644	0.1307074	0.01070728	0.213659	0.01054292	0.05152006	0.00408735
CCCCCCCCCCCCCC 	22.19715	3.586008	0.7614371	0.1312851	0.0763513	0.0672917	0.6047751	0.1628526
CCCCCCCCCCCC(C)C 	21.59102	3.25161	0.7724137	0.115628	0.06357567	0.0576122	0.6155422	0.1511217
CCCCCCCCCC(CCC)C 	19.33238	2.94636	0.7171025	0.1270203	0.07806298	0.06206744	0.5378592	0.1523267
CCCCCCCCCC(C(C)C)C 	18.9745	2.698355	0.7423227	0.1036031	0.05629133	0.04501506	0.5656931	0.135541
CCCCCCCCC(CCC)CC 	17.95709	1.925673	0.6844827	0.08023106	0.09123728	0.04027285	0.4824259	0.1009077
CCCCCCCCC(C(C)C)CC 	17.10653	1.827211	0.690274	0.0733327	0.06966775	0.03102703	0.4862296	0.09353044
CCCCCCCC(CCC)CCC 	16.47894	1.522347	0.5959053	0.07636374	0.1372947	0.03625973	0.3760755	0.08400356
CCCCCCCC(C(C)C)CCC 	16.11652	1.481209	0.6174793	0.07177869	0.110152	0.03354905	0.3963808	0.08366331
CCCCCCC(CCCC)CCC 	16.00375	1.210369	0.5236283	0.09121949	0.1943139	0.05401824	0.3130349	0.08124145
CCCCCCC(C(C)C)CCCC 	15.25078	1.308923	0.5105259	0.09862692	0.1801931	0.05716433	0.2971827	0.0862502
CCCCCC(CCCCC)CCC 	15.63386	1.163121	0.4490106	0.1250166	0.2434701	0.08025256	0.2665496	0.09258749
CCCCCC(C(C)C)CCCCC 	14.83126	1.191158	0.4514183	0.1165596	0.2151465	0.06852031	0.2556384	0.08404214
CC(CCCCCCCCC(C)C)C 	19.98197	2.756855	0.7593349	0.1029563	0.05903428	0.04807786	0.5915427	0.1357294
CCCC(CCCCCCC(C)C)C 	18.43631	2.599272	0.7161886	0.1063176	0.07089842	0.04817494	0.5297474	0.13342
CC(CCCCCCC(C(C)C)C)C 	18.49122	2.247592	0.7542259	0.07885357	0.04174011	0.02912547	0.5770293	0.1084857
CCCC(CCCCCC(C)C)CC 	16.58702	1.726576	0.6503657	0.07505573	0.09919605	0.035368	0.4369413	0.08991187
CCC(C(C)C)CCCCCC(C)C 	16.35987	1.457931	0.6806185	0.05600892	0.06243266	0.02145611	0.4696408	0.07290781
CCCC(CCC)CCCCC(C)C 	15.85706	1.321522	0.5849161	0.0717063	0.1439834	0.04144489	0.3641061	0.07394344
CCCC(C(C)C)CCCCC(C)C 	14.90707	1.15807	0.5778344	0.06351984	0.1184791	0.03199673	0.3492271	0.06824742
CCCCC(CCCC(C)C)CCC 	14.9343	1.018408	0.4840185	0.09332819	0.2027043	0.05721159	0.2762818	0.07789857
CCCCC(C(C)C)CCCC(C)C 	14.00914	0.9053501	0.4485316	0.08363131	0.2040782	0.05542989	0.2417381	0.06439636
CCCCCC(CCC(C)C)CCC 	14.40042	0.8738456	0.379606	0.09320178	0.2679686	0.06005389	0.2093613	0.05649295
CCCCCC(C(C)C)CCC(C)C 	13.96707	0.9276408	0.4409443	0.09713716	0.2069343	0.06127011	0.2388281	0.06998475
CCCCCCC(CC(C)C)CCC 	14.82387	1.213517	0.4959008	0.0823215	0.1780478	0.04440885	0.2779686	0.07336797
CCCCCCC(C(C)C)CC(C)C 	14.04017	1.088462	0.5007958	0.07854101	0.1490013	0.04351603	0.2750482	0.07236614
CCCCCCCC(C(C)C)C(C)C 	15.06619	1.483488	0.6196847	0.07374098	0.07073528	0.02563516	0.3936952	0.08561373
CCCCCCCCC(CCC)(C)C 	17.24795	1.997271	0.6845238	0.09207454	0.07158493	0.04296857	0.4822731	0.1141058
CCCCCCCCC(C(C)C)(C)C 	16.98158	1.874068	0.7154361	0.07703984	0.04470102	0.03293194	0.5200871	0.1013341
CCCCCCCCC(CCCC)C 	19.21143	2.678655	0.706079	0.1179319	0.08925604	0.06078117	0.5212218	0.1451568
CCCCCCCCC(CC(C)C)C 	18.20592	2.361037	0.7066025	0.1109735	0.07456778	0.05532846	0.517997	0.134776
CCCC(CCCCC(CCC)C)C 	17.23186	2.027603	0.6823211	0.09346886	0.0756921	0.04394533	0.4800445	0.116639
CCCC(CCCCC(C(C)C)C)C 	16.44812	1.7124	0.6804043	0.07917717	0.06613247	0.03461242	0.4734152	0.09953622
CCCC(CCCC(CCC)CC)C 	14.99735	1.438278	0.5710165	0.08770071	0.1165104	0.05385618	0.3460956	0.09424302
CCCC(CCCC(C(C)C)CC)C 	14.67785	1.161879	0.5961407	0.07167261	0.0945743	0.04638597	0.3688471	0.07951541
CCCC(CCC(CCC)CCC)C 	14.22352	1.007988	0.481083	0.07479164	0.1747506	0.05665868	0.2623551	0.06627068
CCCC(CCC(C(C)C)CCC)C 	13.70844	0.9593677	0.5044428	0.07150932	0.1272812	0.04802928	0.2734661	0.0676641
CCCCC(CC(CCC)C)CCC 	13.69288	0.9019866	0.3759343	0.0897482	0.2211099	0.05991537	0.188739	0.06024149
CCCCC(C(C)C)CC(CCC)C 	13.10897	0.8110513	0.4171892	0.0869717	0.1598935	0.05516692	0.2030459	0.06401381
CCCCCC(C(CCC)C)CCC 	13.72456	0.8356823	0.3617395	0.07451047	0.2259575	0.06086664	0.1774843	0.04449885
CCCCCC(C(CCC)C)C(C)C 	13.06616	0.829758	0.3905827	0.09584518	0.1974749	0.05996433	0.1936995	0.06921709
CCCCCCC(CCC)(CCC)C 	14.33442	1.058986	0.4998424	0.08696915	0.1448043	0.04698496	0.2748038	0.07911911
CCCCCCC(C(C)C)(CCC)C 	13.63163	0.8551149	0.5208909	0.0550141	0.1337872	0.02372679	0.288206	0.05407563
CCCCCCC(C(CCC)CC)C 	14.87411	1.364457	0.5552188	0.08048926	0.09614894	0.03881192	0.3228267	0.08475928
CCCCCCC(C(C(C)C)CC)C 	14.55855	1.289299	0.6086935	0.07714878	0.06310174	0.03056719	0.3801488	0.08828968
CCCCCCC(CC(CCC)C)C 	16.79348	1.915649	0.6524442	0.1142387	0.07985279	0.05624465	0.4459208	0.130258
CCCCCCC(CC(C(C)C)C)C 	15.43276	1.709811	0.6184409	0.1101528	0.09286041	0.05809031	0.4036356	0.1184918
CCCCCCC(CCCCCC)C 	18.72332	2.582698	0.6666854	0.1377243	0.1167129	0.07610568	0.4779819	0.1584688
CCCCCCC(CCCC(C)C)C 	17.5334	2.449911	0.6437681	0.1460221	0.1201312	0.08001019	0.4513987	0.1571529
CC(C(C)C)CCCCC(C(C)C)C 	15.61618	1.505765	0.6816001	0.06371427	0.05117949	0.03199974	0.4713814	0.08159416
CCCC(CCCC(C(C)C)C)CC 	14.5243	1.121933	0.5800113	0.06996306	0.1187072	0.0456491	0.3534539	0.07467357
CCC(C(C)C)CCCC(C(C)C)C 	14.10484	0.9406043	0.6063201	0.04907741	0.0806886	0.02636632	0.3754414	0.0572615
CCCC(CCC(C(C)C)C)CCC 	13.77284	0.7891418	0.4896187	0.06488295	0.1630518	0.04559085	0.265443	0.05407831
CCCC(C(C)C)CCC(C(C)C)C 	12.88363	0.6356401	0.4758178	0.05041125	0.1421041	0.04006039	0.2452986	0.04313541
CCCCC(CC(C(C)C)C)CCC 	13.02554	0.6162305	0.3502951	0.07684976	0.2417663	0.05262591	0.1745479	0.03929675
CCCCC(C(C)C)CC(C(C)C)C 	11.93536	0.5112058	0.3208558	0.07038665	0.2007588	0.05594277	0.1404784	0.03572252
CCCCCC(C(C(C)C)C)CCC 	13.25905	0.7833425	0.422634	0.07553257	0.1917667	0.0433265	0.2133128	0.05763688
CCCCCC(C(C(C)C)C)C(C)C 	12.6043	0.7318686	0.4499108	0.07747619	0.1353445	0.03669528	0.2231832	0.06258474
CCCCCCC(C(C)C)(C(C)C)C 	13.49093	0.8076828	0.5804287	0.04722298	0.07870468	0.01786428	0.3440161	0.05185184
CCCCCCC(C(CCC)(C)C)C 	14.95187	1.444186	0.6095544	0.09732223	0.08564471	0.05685084	0.3888047	0.1044803
CCCCCCC(C(C(C)C)(C)C)C 	14.97884	1.253326	0.6792455	0.06941392	0.0347283	0.02620214	0.4676197	0.08693819
CCCCCCC(C(CCCC)C)C 	15.35959	1.84919	0.529893	0.1315031	0.152784	0.0695334	0.319174	0.1222476
CCCCCCC(C(CC(C)C)C)C 	14.78989	1.77057	0.5653961	0.1236993	0.1160773	0.06019313	0.3478337	0.1254181
CCCC(CCC(CCC)CC)CC 	13.65957	0.8538687	0.4678946	0.08068469	0.1566707	0.0776881	0.2483327	0.06803331
CCCC(CCC(C(C)C)CC)CC 	12.9794	0.7467875	0.4629273	0.06528415	0.1410061	0.06661334	0.2367715	0.05271711
CCCC(CC(CCC)CCC)CC 	12.87266	0.5993916	0.364599	0.07128539	0.147264	0.0647204	0.1574393	0.05075146
CCCC(CC(C(C)C)CCC)CC 	11.93755	0.4441614	0.3196364	0.05577659	0.1248296	0.06678554	0.1203202	0.03916132
CCCCC(C(CCC)CC)CCC 	12.75798	0.4475066	0.3585025	0.07837434	0.225565	0.05267924	0.1749055	0.05765316
CCCCC(C(CCC)CC)C(C)C 	11.97629	0.4230804	0.3367849	0.09282262	0.1725839	0.04273669	0.1457453	0.05965284
CCCCCC(CCC)(CCC)CC 	12.87128	0.5873318	0.4022011	0.06870701	0.130574	0.05122466	0.1812239	0.05348928
CCCCCC(C(C)C)(CCC)CC 	12.0593	0.5052542	0.3731058	0.04329733	0.1555632	0.02228979	0.1595895	0.03155243
CCCCCC(C(CCC)CC)CC 	12.98101	0.8089692	0.3907768	0.06955681	0.1192774	0.0517414	0.1702285	0.05048855
CCCCCC(C(C(C)C)CC)CC 	12.7535	0.7275645	0.4748756	0.07717921	0.1073698	0.03415118	0.2409191	0.07021541
CCCCCC(CC(CCC)C)CC 	14.28804	1.183131	0.4750725	0.1344145	0.1648423	0.07522436	0.2684247	0.1100567
CCCCCC(CC(C(C)C)C)CC 	13.87954	1.167314	0.5166159	0.1122031	0.1284245	0.06056614	0.2946053	0.09700612
CCCCCCC(CCCCC)CC 	16.6847	1.786004	0.575677	0.1398719	0.1637288	0.08453464	0.3763207	0.1358455
CCCCCC(CCCC(C)C)CC 	15.30369	1.503806	0.506224	0.1327128	0.1913228	0.08051151	0.3062238	0.1177246
CCC(C(C)C)CCC(C(C)C)CC 	12.18972	0.6530818	0.4493933	0.04918443	0.1149484	0.06279898	0.2172516	0.039688
CCCC(CC(C(C)C)CC)CCC 	12.14135	0.4633005	0.3200813	0.06480158	0.1725576	0.06098369	0.1317766	0.03792612
CCCC(C(C)C)CC(C(C)C)CC 	11.46321	0.3990682	0.3410959	0.05034609	0.1091797	0.04545147	0.1293702	0.03396538
CCCCC(C(C(C)C)CC)CCC 	11.76476	0.4838416	0.2466999	0.05423057	0.1819785	0.04286025	0.09002192	0.02470635
CCCCC(C(C(C)C)CC)C(C)C 	11.06686	0.4063301	0.2807742	0.05796607	0.1006508	0.03904295	0.09093533	0.03363752
CCCCCC(C(C)C)(C(C)C)CC 	11.55456	0.4888186	0.4193235	0.04587075	0.03970606	0.02091322	0.1794453	0.03771839
CCCCCC(C(CCC)(C)C)CC 	13.28081	0.7706669	0.5534083	0.08079931	0.06621229	0.03484705	0.3170062	0.08030911
CCCCCC(C(C(C)C)(C)C)CC 	12.51148	0.7635978	0.4926978	0.08956681	0.1063323	0.05361591	0.2613867	0.07805221
CCCCCC(C(CCCC)C)CC 	14.24389	1.270666	0.4572446	0.1455564	0.171568	0.08389071	0.2575956	0.1177559
CCCCCC(C(CC(C)C)C)CC 	13.2758	1.025991	0.4219401	0.1022669	0.1742506	0.05412884	0.2134575	0.07428207
CCCC(C(CCC)CCC)CCC 	12.15274	0.4956469	0.2123744	0.06363353	0.1715778	0.09695465	0.07825522	0.0469147
CCCC(C(CCC)CCC)C(C)C 	11.61009	0.3699811	0.2278865	0.06213905	0.2100531	0.09773883	0.09606695	0.0452231
CCCCC(CCC)(CCC)CCC 	12.09624	0.3383158	0.2231736	0.04996618	0.07899519	0.05490274	0.05924971	0.02542611
CCCCC(C(C)C)(CCC)CCC 	11.41578	0.2888529	0.2410285	0.06156507	0.1230023	0.04612826	0.07484216	0.03239617
CCCC(C(C(C)C)CCC)C(C)C 	10.95948	0.2883024	0.2251381	0.04628978	0.1273577	0.08229207	0.07007284	0.03122371
CCCCC(C(C)C)(C(C)C)CCC 	10.80076	0.2565674	0.2458067	0.02963456	0.1586527	0.02755499	0.08074815	0.01586701
CCCCC(C(CCC)(C)C)CCC 	12.15866	0.4984488	0.3257641	0.0806852	0.1973502	0.05353399	0.1439817	0.04732215
CCCCC(C(C(C)C)(C)C)CCC 	11.82309	0.3777383	0.3684653	0.05722876	0.1819125	0.03408853	0.1647274	0.03446639
CCCCC(C(CCCC)C)CCC 	13.60057	0.7964518	0.3434633	0.0906073	0.2255342	0.05657093	0.1667346	0.05736716
CCCCC(C(CC(C)C)C)CCC 	12.67118	0.6464817	0.2842	0.07969237	0.2534873	0.05615549	0.1376871	0.04286349
CCCCC(CCCCCC(C)C)C 	17.88311	2.543407	0.6806403	0.1229938	0.09434743	0.06275398	0.4880701	0.1467822
CC(CCCCCC(CC(C)C)C)C 	17.35267	2.11122	0.7035827	0.094321	0.062327	0.04176766	0.508146	0.1205393
CCCC(CCCCCC(C)C)(C)C 	16.16562	1.800693	0.6631544	0.08534745	0.07165475	0.03715017	0.4519648	0.1047209
CC(CCCCCC(C(C)C)(C)C)C 	15.83257	1.518489	0.6927766	0.0653511	0.03899017	0.02337915	0.4857688	0.08477346
CC(CCCCC(C(C)C)C(C)C)C 	14.30589	1.04778	0.6015324	0.05252714	0.0787962	0.02582158	0.3697603	0.06027763
CCCC(CC(C)C)CCCC(C)C 	14.14242	0.8433027	0.4704779	0.07666901	0.1918496	0.04816236	0.2565328	0.05831028
CC(CCCC(C(C)C)CC(C)C)C 	13.28778	0.7460406	0.4612744	0.06323986	0.1610832	0.03721999	0.2372719	0.05261297
CCCC(CCC(C)C)CCC(C)C 	13.6311	0.6697403	0.3563629	0.08729595	0.2685521	0.05797999	0.1912296	0.04763767
CC(C(CCC(C)C)CCC(C)C)C 	12.90557	0.6263286	0.365652	0.08469393	0.2369601	0.05191526	0.1849704	0.05124712
CC(CCCC(C)C)CCCC(C)C 	16.46255	2.115252	0.6305669	0.1274372	0.1148952	0.06689066	0.4271401	0.1417217
CCCC(CC(CCCC(C)C)C)C 	15.21231	1.729586	0.597842	0.1210024	0.08757926	0.05910361	0.3803667	0.1280207
CC(CC(C(C)C)C)CCCC(C)C 	15.30194	1.558199	0.6456886	0.093304	0.06986715	0.04181242	0.430602	0.1111831
CCCC(C(CCCC(C)C)C)CC 	13.95813	1.172628	0.5252674	0.07897752	0.09738276	0.03638421	0.2902183	0.08122966
CCC(C(CCCC(C)C)C)C(C)C 	13.61562	1.086353	0.5739548	0.0690601	0.0448918	0.02347366	0.3361288	0.07524636
CCCC(CCCC(C)C)(CCC)C 	13.65594	0.6464256	0.480934	0.08042909	0.1480931	0.04555353	0.2557241	0.06715829
CCCC(C(C)C)(CCCC(C)C)C 	12.73477	0.5261481	0.4564156	0.04965351	0.1566629	0.03082642	0.2298999	0.04146276
CCCC(C(CCC)C)CCC(C)C 	12.95597	0.7588549	0.3674839	0.08887702	0.1800214	0.05280163	0.1693577	0.05922212
CCCC(C(C(C)C)CCC(C)C)C 	12.30371	0.576778	0.3659868	0.09573807	0.1781676	0.07466105	0.1710597	0.05545781
CCCC(CC(CC(C)C)CCC)C 	13.14732	0.6263116	0.4047252	0.06802162	0.1880037	0.04225001	0.1962823	0.04709566
CCCC(CC(C(C)C)CC(C)C)C 	11.78674	0.5598387	0.3272061	0.07848786	0.1720337	0.05628947	0.1377861	0.05304106
