Supporting Information for "Machine Learning from Heteroscedastic Data: Second Virial Coefficients of Alkane Isomers"
Authors: Arpit Bansal, Andrew J. Schultz, David A. Kofke and Johannes Hachmann
Journal of Physical Chemistry B (2022)


Shape Descriptors generated using Monte Carlo simulations in Etomica. 
Shape descriptors computed are:
- Squared Radius of Gyration (Angstrom^6)
- Asphericity (Angstrom^6)
- Acylindricity (Angstrom^6)
- Anisotropy
- Along with standard deviation (SD) in the above quantities

These simulations are carried out in Etomica using etomica.virial.simulations.VirialSingleAlkane class available at https://github.com/etomica/etomica/tree/677f479ba8b41515cea06e873d3f2a82c0259e27

SMILES	Squared_Radius_Gyration	SD_Squared_Radius_Gyration	Asphericity	SD_Asphericity	Acylindricity	SD_Acylindricity	Anisotropy	SD_Anisotropy
CCCCC(CC(C)(C)C)CCC(C)C 	13.72791	0.5719169	0.3020795	0.0588498	0.2902865	0.04176479	0.1592242	0.02566755
CC(CCC(CC(C)(C)C)CC(C)C)C 	12.9559	0.3917597	0.3129804	0.04263975	0.2555592	0.02999283	0.1494391	0.01945841
CCCCCCC(C(CC(C)(C)C)C)C 	15.72522	1.797494	0.5924684	0.1169219	0.1033188	0.057163	0.3751647	0.1240127
CC(CCCC(C(CC(C)(C)C)C)C)C 	14.43351	1.352532	0.5455324	0.09544897	0.1103684	0.04785823	0.317581	0.09563907
CCCC(CC(C(CC(C)(C)C)C)C)C 	13.19658	0.9213067	0.4668022	0.08426536	0.132855	0.05381684	0.2404071	0.0742616
CC(C(CC(C(C)C)C)C)CC(C)(C)C 	13.12311	0.5468498	0.5551737	0.03975683	0.0436436	0.02104709	0.3115633	0.04193493
CCCC(C(C(CC(C)(C)C)C)C)CC 	12.999	0.4483386	0.5228516	0.04056074	0.04216915	0.0291412	0.2768892	0.04126512
CCC(C(C(CC(C)(C)C)C)C)C(C)C 	11.7007	0.439353	0.4263182	0.03491576	0.06849864	0.0241896	0.1869276	0.02921511
CCCC(C(CC(C)(C)C)C)(CCC)C 	11.85908	0.3756623	0.3705785	0.04841605	0.1407239	0.02313081	0.1549334	0.03581337
CCCC(C(CC(C)(C)C)C)(C(C)C)C 	11.51891	0.2923822	0.375356	0.0395703	0.1356369	0.0193009	0.1565395	0.02525587
CCCC(C(CC(C)(C)C)(CCC)C)C 	11.96561	0.432705	0.2636886	0.06252528	0.2162543	0.03558899	0.1094711	0.03256511
CCCC(C(C(C)C)(CC(C)(C)C)C)C 	11.2662	0.3593007	0.3074871	0.05854684	0.1570075	0.03826542	0.1175601	0.02820357
CCCC(C(C(C(C)(C)C)CCC)C)C 	12.17907	0.4411809	0.3886935	0.03553257	0.1424247	0.02107431	0.1678913	0.02562952
CCCC(C(C(C(C)(C)C)C(C)C)C)C 	11.5898	0.3485222	0.4176867	0.0281035	0.0752848	0.01911288	0.1797798	0.02213743
CCCCC(CC(C(CCC)C)C)(C)C 	13.61217	1.125285	0.4468388	0.1198834	0.1389398	0.07495428	0.2326499	0.09413162
CCCC(C(CC(CC(C)C)(C)C)C)C 	12.9224	0.8956685	0.4439908	0.1031482	0.1219531	0.06222713	0.2218588	0.08748483
CCCCC(C(CCC)C)CC(C)(C)C 	12.91599	0.5806336	0.2619779	0.05167837	0.2524456	0.05155142	0.1211022	0.026723
CCCC(C(CC(C)(C)C)CC(C)C)C 	11.98714	0.4269746	0.2208348	0.03969401	0.2289894	0.03314938	0.09049147	0.02002546
CCCCC(C(C(CC(C)(C)C)C)C)C 	14.11862	1.042515	0.5796573	0.1014461	0.06733839	0.04373969	0.3510988	0.102333
CC(CC(C(C(CC(C)(C)C)C)C)C)C 	12.86393	0.691998	0.5271953	0.07611082	0.05437598	0.04624671	0.2874448	0.06945176
CCCC(C(C(CC(C)(C)C)C)C)(C)C 	11.85171	0.7565482	0.4307569	0.1029858	0.09299379	0.05213018	0.2046976	0.09273354
CC(C(C(C(C)C)(C)C)C)CC(C)(C)C 	11.62332	0.4247549	0.4771501	0.0483279	0.06073881	0.02815143	0.2333743	0.04409512
CC(C(C(CC(C)(C)C)C)(C(C)C)C)C 	11.00671	0.247568	0.4155951	0.02442527	0.07228507	0.01475281	0.177397	0.01988279
CCCC(C(C(C)C)C)(CC(C)(C)C)C 	10.8357	0.2421024	0.2425775	0.03406921	0.2163064	0.0235072	0.09550587	0.0147932
CC(C(C(C(C)C)(CC(C)(C)C)C)C)C 	10.62566	0.2206782	0.2943255	0.03240912	0.1366746	0.02816283	0.1022829	0.01733426
CCCC(C(C)(C)C)C(C(C(C)C)C)C 	11.43149	0.2843556	0.3345679	0.02734298	0.1625622	0.02275046	0.1328926	0.01565541
CC(C(C(C(C(C)(C)C)C(C)C)C)C)C 	10.8806	0.1698128	0.359498	0.01647982	0.09074583	0.01202713	0.135795	0.01113149
CCCCC(CC(C(C(C)C)C)C)(C)C 	13.02666	0.8315421	0.4799547	0.1092796	0.1107546	0.05994039	0.2539598	0.09117683
CC(CC(CC(C(C(C)C)C)C)(C)C)C 	12.43314	0.9342101	0.4571674	0.09624873	0.09278429	0.04476377	0.2262233	0.09107295
CCCCC(C(C(C)C)C)CC(C)(C)C 	12.19715	0.4225471	0.235805	0.045496	0.2588751	0.03384272	0.1087974	0.01789833
CC(CC(C(C(C)C)C)CC(C)(C)C)C 	11.40384	0.213468	0.2018759	0.03908952	0.2341294	0.02983179	0.0840672	0.01244215
CCCCCCC(CC(C)(C)C)(CC)C 	14.53062	0.9835403	0.547974	0.07017333	0.1141323	0.03941612	0.3160975	0.06912631
CCC(CC(C)(C)C)(CCCC(C)C)C 	13.16533	0.6228945	0.4679215	0.05870753	0.1358029	0.03691847	0.2372343	0.05153597
CCCC(CC(CC(C)(C)C)(CC)C)C 	12.25845	0.7678102	0.4024127	0.09476453	0.1270115	0.06140608	0.1858608	0.07459979
CCC(CC(C)(C)C)(CC(C(C)C)C)C 	11.6712	0.442438	0.3937074	0.05858685	0.1202851	0.04060997	0.1704571	0.04395641
CCCC(C(CC(C)(C)C)(CC)C)CC 	11.51466	0.3104819	0.3345666	0.04949652	0.1138235	0.04990392	0.1259768	0.02776301
CCC(C(CC(C)(C)C)(CC)C)C(C)C 	11.03533	0.2416336	0.3818889	0.03139878	0.1149956	0.03364674	0.1575949	0.02014317
CCCC(C(CCC)(CC)C)C(C)(C)C 	10.93073	0.2372401	0.2292367	0.04687622	0.1747978	0.03657544	0.07866354	0.02347267
CCCC(C(C(C)(C)C)C(C)C)(CC)C 	10.48722	0.1458397	0.3101257	0.01323671	0.1251997	0.01394159	0.1082531	0.007849797
CCCCC(CC(CCC)(CC)C)(C)C 	12.82723	0.7574228	0.4097248	0.0960458	0.1179463	0.05776073	0.1900265	0.07735445
CCCC(CC(CC(C)C)(C)C)(CC)C 	12.06367	0.4569926	0.4112894	0.06757185	0.127126	0.04230048	0.1871913	0.05039901
CCCCC(CC(C)(C)C)(CCC)CC 	11.88941	0.2784926	0.1840483	0.03569962	0.2030697	0.03787121	0.06715603	0.0173339
CCCC(CC(C)(C)C)(CC(C)C)CC 	11.26607	0.2311524	0.29111	0.0545083	0.1468784	0.04148609	0.1051864	0.03700263
CCCC(C(CC(C)(C)C)(CC)C)(C)C 	11.24824	0.3753894	0.3507055	0.08423087	0.1255482	0.06930974	0.1455347	0.05496458
CCC(C(C(C)C)(C)C)(CC(C)(C)C)C 	10.28424	0.1988594	0.3435056	0.02318406	0.04349687	0.02235253	0.120327	0.01652105
CCCCC(C(CC(C)(C)C)(CC)C)C 	12.50783	0.6368677	0.4643064	0.06660518	0.0912538	0.02915645	0.2269005	0.05649002
CCC(C(CC(C)C)C)(CC(C)(C)C)C 	12.25855	0.3962384	0.5010176	0.05809445	0.05932061	0.02825636	0.2576337	0.05271796
CCCC(C(C(C)C)(CC)C)C(C)(C)C 	10.28529	0.1522397	0.1776902	0.01956397	0.1458004	0.0163666	0.04809131	0.006769102
CCC(C(C(C)(C)C)C(C)C)(C(C)C)C 	9.826732	0.1397497	0.1986248	0.0183845	0.15312	0.0123173	0.05748649	0.007929674
CCCCC(CC(C(C)C)(CC)C)(C)C 	12.03029	0.6747277	0.4089305	0.08384527	0.07823046	0.03799217	0.1798722	0.06569335
CCC(C(C)C)(CC(CC(C)C)(C)C)C 	11.65401	0.4229085	0.436516	0.04562335	0.06520902	0.02871385	0.1964301	0.03845101
CCCCC(C(C)C)(CC(C)(C)C)CC 	11.21926	0.3085593	0.2501874	0.05426949	0.1593955	0.05990206	0.08728629	0.02201164
CCC(C(C)C)(CC(C)(C)C)CC(C)C 	10.75892	0.2864886	0.3105704	0.06901967	0.06232336	0.02608924	0.1046415	0.04436215
CCCCCCC(C(C)(C)C)C(CC)C 	14.20484	0.9750561	0.5114438	0.047844	0.1213277	0.02991754	0.2755709	0.04619845
CCC(C(C(C)(C)C)CCCC(C)C)C 	13.03338	0.6317405	0.4493488	0.03727559	0.1498447	0.02813784	0.2207419	0.03033611
CCCC(CC(C(C)(C)C)C(CC)C)C 	12.28813	0.5429549	0.3851741	0.05533133	0.1116853	0.02772168	0.1613422	0.04374013
CCC(C(C(C)(C)C)CC(C(C)C)C)C 	11.51695	0.3146248	0.3421103	0.03549304	0.1335919	0.02180521	0.1320348	0.02290989
CCCC(C(C(C)(C)C)C(CC)C)CC 	10.93145	0.2532399	0.2057459	0.04384245	0.07913303	0.02387864	0.04938089	0.01855134
CCC(C(C(C)(C)C)C(C(C)C)CC)C 	10.34527	0.2268085	0.1811115	0.03471754	0.1043116	0.02168043	0.04252065	0.01143449
CCCC(C(C)(C)C)(C(CC)C)CCC 	10.62152	0.195327	0.09828644	0.0318788	0.06239473	0.03106358	0.01430791	0.006849556
CCCC(C(C)(C)C)(C(CC)C)C(C)C 	10.01746	0.1586068	0.09633738	0.02246064	0.08142447	0.01738834	0.01498501	0.004943319
CCCCC(C(C(CC)C)CCC)(C)C 	12.31208	0.631958	0.3436107	0.07861773	0.1295028	0.04010747	0.1380491	0.05441591
CCCC(C(CC(C)C)(C)C)C(CC)C 	11.82806	0.4577345	0.345393	0.05041528	0.1493299	0.03644555	0.1395681	0.03385694
CCCCC(C(C(C)(C)C)CCC)CC 	12.23838	0.443299	0.3240416	0.06258819	0.08270388	0.03350527	0.1148876	0.04000241
CCCC(C(C)(C)C)C(CC(C)C)CC 	11.2797	0.2825505	0.2377737	0.0534596	0.1034558	0.02515814	0.06789961	0.02492354
CCC(C(C(C)(C)C)(C(C)C)C(C)C)C 	9.545006	0.1150755	0.1337472	0.01874474	0.05210339	0.01560853	0.02045877	0.005464452
CCCCC(C(C(CC)C)C(C)C)(C)C 	11.85148	0.5194083	0.4139925	0.09259234	0.07673897	0.03001659	0.1850747	0.06316805
CCC(C(C(CC(C)C)(C)C)C(C)C)C 	11.19308	0.3788815	0.3351351	0.06135345	0.109051	0.0261975	0.125515	0.03973856
CCCC(C(C(C)(C)C)C(CC)C)(C)C 	10.80814	0.2129234	0.3220713	0.02519013	0.1236183	0.0156605	0.1160083	0.01650999
CCC(C(C(C(C)C)(C)C)C(C)(C)C)C 	10.17573	0.2637524	0.2120975	0.04214761	0.1226159	0.02668939	0.05857455	0.0196965
CCCCC(C(C(C)(C)C)C(CC)C)C 	12.08179	0.4999385	0.3822747	0.0529694	0.1138823	0.02408746	0.1590661	0.04063286
CCC(C(C(C)(C)C)C(CC(C)C)C)C 	11.30315	0.3326557	0.3010148	0.03689984	0.1456811	0.02293496	0.1082873	0.02360664
CCCCC(C(C(C)(C)C)C(C)C)CC 	11.42753	0.3677264	0.3078346	0.04376088	0.08009448	0.03856057	0.1026022	0.02832336
CCC(C(C(C)(C)C)C(C)C)CC(C)C 	10.80757	0.2794524	0.271025	0.04437376	0.04495078	0.02438566	0.07738822	0.02557256
CCCCCCCC(CC(CC)C)(C)C 	16.78069	1.884187	0.6313809	0.1036521	0.09055851	0.05464657	0.4178015	0.1173109
CCC(CC(CCCCC(C)C)(C)C)C 	15.84612	1.704162	0.6116336	0.1034956	0.08999256	0.05098332	0.3928366	0.1147817
CCCC(CCC(CC(CC)C)(C)C)C 	14.34954	1.271276	0.5280643	0.1114264	0.09597716	0.05946246	0.3008061	0.1060854
CCC(CC(CCC(C(C)C)C)(C)C)C 	13.63229	1.165023	0.5199422	0.1007946	0.1015098	0.05262591	0.2903017	0.09662901
CCCC(CC(CC(CC)C)(C)C)CC 	12.88772	0.7933468	0.4347366	0.08493265	0.1312353	0.05439618	0.2113297	0.07015172
CCC(CC(CC(C(C)C)CC)(C)C)C 	12.27817	0.7634184	0.4359231	0.09072755	0.07912816	0.04442766	0.2044413	0.07391376
CCCC(C(CC(CC)C)(C)C)CCC 	12.36746	0.6660907	0.363564	0.09293665	0.1383723	0.04293378	0.1565833	0.06689215
CCCC(C(CC(CC)C)(C)C)C(C)C 	11.93359	0.5129823	0.3910712	0.05753197	0.08112933	0.03487318	0.1621027	0.04688638
CCCCC(CC(CCCC)(C)C)CC 	14.33565	1.169413	0.475355	0.1282027	0.1428861	0.07808512	0.262061	0.101538
CCCCC(CC(CC(C)C)CC)(C)C 	13.19172	1.083708	0.4265229	0.1305541	0.1253017	0.06624412	0.2140614	0.1035631
CCCCC(CC(CC)C)(CCCC)C 	13.44949	0.5682095	0.3127413	0.07502881	0.235319	0.051552	0.1469665	0.04076063
CCCCC(CC(CC)C)(CC(C)C)C 	12.72548	0.4838293	0.2709555	0.06234062	0.2433862	0.05332566	0.1238779	0.02878194
CCC(CC(C(C(C)C)C(C)C)(C)C)C 	11.30851	0.4236831	0.3897371	0.04502641	0.07381284	0.02614583	0.1585283	0.03385623
CCCC(CC(CC(CC)C)(C)C)(C)C 	12.72492	0.7652171	0.4604411	0.08874077	0.09857388	0.05740217	0.2296076	0.07732812
CCC(CC(CC(C(C)C)(C)C)(C)C)C 	12.11647	0.7006381	0.4755096	0.0782633	0.07415557	0.04016929	0.2375663	0.07121796
CCCCC(CC(CC(CC)C)(C)C)C 	13.98695	1.328225	0.5007153	0.1325203	0.1151251	0.07200783	0.2821593	0.1193474
CCC(CC(CC(CC(C)C)C)(C)C)C 	13.20896	1.072014	0.4941312	0.1307098	0.09716677	0.07027887	0.2717845	0.109363
CCC(CC(CC(C)C)(CC(C)C)C)C 	11.86256	0.3860228	0.2541697	0.05334685	0.220142	0.03997265	0.1049933	0.02355915
CCCCC(CC(CC(C)C)(C)C)CC 	13.42078	0.942112	0.4472877	0.1173386	0.1458476	0.07424019	0.2339474	0.08779448
CCC(CC(CC(C)C)(C)C)CC(C)C 	12.67334	0.7825604	0.4480993	0.09772988	0.1153863	0.06536777	0.223521	0.07614888
CCCCCCCC(CC(C)(C)C)CC 	16.76567	1.89856	0.6275413	0.09773603	0.1017644	0.04792847	0.4128494	0.1100189
CCC(CC(C)(C)C)CCCCC(C)C 	15.59241	1.432229	0.5895547	0.08510588	0.1141386	0.03844253	0.3657005	0.09156904
CCCC(CCC(CC(C)(C)C)CC)C 	14.31053	1.174111	0.5203308	0.09099566	0.1283429	0.05593709	0.2937538	0.08643434
CCC(CC(C)(C)C)CCC(C(C)C)C 	13.72799	0.8026767	0.5285188	0.06624978	0.1190332	0.03937989	0.2954989	0.06350081
CCCC(CC(CC(C)(C)C)CC)CC 	12.95236	0.5798376	0.4320335	0.06906282	0.09086077	0.04687993	0.1992595	0.05658599
CCC(CC(C)(C)C)CC(C(C)C)CC 	12.125	0.3869979	0.3878852	0.04464694	0.08994642	0.0326153	0.1593182	0.03328814
CCCC(C(CC(C)(C)C)CC)CCC 	12.10406	0.3461913	0.3090005	0.04672408	0.1153507	0.03986028	0.1088332	0.02730622
CCCC(C(CC(C)(C)C)CC)C(C)C 	11.44586	0.318662	0.2818131	0.05191809	0.1002219	0.03425987	0.09051379	0.02793846
CCC(C(C(C)C)C(C)C)CC(C)(C)C 	10.85762	0.2154165	0.2949828	0.03557565	0.05316659	0.01969958	0.09069513	0.02053637
CCCC(CC(CC(C)(C)C)CC)(C)C 	12.22079	0.7667991	0.3995551	0.1041958	0.1603151	0.07825498	0.1943453	0.07201816
CCC(CC(C(C)C)(C)C)CC(C)(C)C 	11.7494	0.3259315	0.4119047	0.04197341	0.1362904	0.02618003	0.1858741	0.03138074
CCCCC(CC(CC(C)(C)C)CC)C 	13.66183	1.101866	0.4651458	0.0989404	0.1185628	0.06433772	0.23982	0.08560374
CCC(CC(C)(C)C)CC(CC(C)C)C 	13.28416	0.5415227	0.4926919	0.05295441	0.08415296	0.04328647	0.2522652	0.04845468
CCCCCCCCC(C(C)(C)C)CC 	17.40817	1.917458	0.68267	0.07862912	0.06674186	0.02921948	0.4761985	0.09871832
CCC(C(C)(C)C)CCCCCC(C)C 	16.51678	1.601563	0.6694201	0.0656708	0.06386891	0.02646759	0.4560329	0.08253602
CCCC(CCCC(C(C)(C)C)CC)C 	14.83735	1.074943	0.5869628	0.0681462	0.09534194	0.04196892	0.3572983	0.07341308
CCC(C(C)(C)C)CCCC(C(C)C)C 	14.50901	0.970758	0.6008337	0.05008346	0.0763883	0.02466478	0.3683322	0.05759877
CCCC(CCC(C(C)(C)C)CC)CC 	13.52882	0.6517604	0.4838176	0.06420985	0.1294896	0.05681359	0.2532005	0.05541079
CCC(C(C)C)CCC(C(C)(C)C)CC 	12.82316	0.4895543	0.4806644	0.03779897	0.1063931	0.04587827	0.2425395	0.03474976
CCCC(CC(C(C)(C)C)CC)CCC 	12.42839	0.4245284	0.3417486	0.05170893	0.1467907	0.046631	0.1372547	0.03110875
CCCC(C(C)C)CC(C(C)(C)C)CC 	11.91934	0.3724064	0.363214	0.03995688	0.1159688	0.05345283	0.1457586	0.02460567
CCCCC(C(C(C)(C)C)CC)CCC 	12.0949	0.4121576	0.2574193	0.0432492	0.1511543	0.04625014	0.0868571	0.01988558
CCCCC(C(C(C)(C)C)CC)C(C)C 	11.62154	0.3560949	0.3086002	0.04418188	0.1091241	0.03895349	0.1072524	0.02431915
CCCCCC(C(C)(C)C)(CCC)CC 	12.30359	0.5064833	0.355576	0.05234946	0.1020159	0.03178013	0.1377458	0.03757923
CCCCCC(C(C)(C)C)(C(C)C)CC 	11.83441	0.4847921	0.4156638	0.0402855	0.05545064	0.01660533	0.1769159	0.03247991
CCCCCC(C(CCCC)(C)C)CC 	14.61067	1.148405	0.5101787	0.1369154	0.1080738	0.06532118	0.2909964	0.1204647
CCCCCC(C(CC(C)C)(C)C)CC 	13.58082	0.8311062	0.4949453	0.08927486	0.09636447	0.06219403	0.2627849	0.0777384
CCCCCC(C(C)(C)C)C(CCC)C 	13.29325	0.6393229	0.3826297	0.07832712	0.1922143	0.04578898	0.1818399	0.05022354
CCCCCC(C(C)(C)C)C(C(C)C)C 	12.61453	0.5755858	0.4000033	0.05155326	0.1644376	0.02514584	0.1834082	0.03724907
CCCCCC(C(C)(C)C)CCCCC 	14.55122	0.8726976	0.3387401	0.08469044	0.2863276	0.05601903	0.1857688	0.0437604
CCCCCC(C(C)(C)C)CCC(C)C 	13.67314	0.7425056	0.3308619	0.07097379	0.2693082	0.04658318	0.1705254	0.0372249
CC(CCC(C(C)(C)C)CCC(C)C)C 	13.13198	0.4927703	0.3054978	0.07058605	0.2744658	0.04643644	0.1564284	0.03095578
CCCC(C(C(C)(C)C)CCC(C)C)C 	12.29135	0.448568	0.2941537	0.0889574	0.247862	0.06810876	0.1439357	0.04124219
CC(CCC(C(C)(C)C)C(C(C)C)C)C 	11.77909	0.5040765	0.3192013	0.05188068	0.1697792	0.0246295	0.1266617	0.0292382
CCCC(C(C)(C)C)(CCC(C)C)CC 	11.57915	0.2831159	0.3104374	0.03923796	0.1224567	0.0358321	0.1101247	0.02405159
CCC(C(C)(C)C)(C(C)C)CCC(C)C 	10.89508	0.2170267	0.309422	0.01660176	0.07036958	0.02216176	0.1000996	0.01015163
CCCCC(C(CCC(C)C)CC)(C)C 	13.5514	0.8753393	0.4230472	0.114576	0.1437394	0.07673683	0.2120402	0.08513589
CCC(C(CC(C)C)(C)C)CCC(C)C 	12.7965	0.7054092	0.4488575	0.09494185	0.106532	0.06243371	0.2219319	0.07438256
CCCC(C(C(C)(C)C)CC)CC(C)C 	11.26595	0.2743072	0.1849485	0.03581996	0.1675619	0.03772143	0.05761737	0.01242198
CCC(C(C)(C)C)C(C(C)C)CC(C)C 	10.81043	0.2359027	0.2431259	0.0475257	0.0712948	0.033072	0.06599751	0.02312057
CCC(C(C)(C)C)CC(C(C)C)C(C)C 	10.96357	0.2606072	0.3065799	0.03214936	0.06702189	0.03101602	0.09911497	0.0201171
CCCC(CCC(C(C)(C)C)CC)(C)C 	13.04518	0.6843087	0.4951581	0.06092216	0.1065754	0.04551671	0.2589776	0.0570543
CCC(C(C)(C)C)CCC(C(C)C)(C)C 	12.44132	0.431243	0.4961478	0.0385854	0.09285455	0.02951704	0.2547741	0.03608019
CCCCC(CCC(C(C)(C)C)CC)C 	14.37845	1.260359	0.5441062	0.08868657	0.1105408	0.05500569	0.3153655	0.08953792
CCC(C(C)(C)C)CCC(CC(C)C)C 	13.85253	0.8220978	0.5487538	0.05709329	0.09175743	0.03469735	0.3115904	0.05947067
CCCCCCC(C(C(C)(C)C)CC)C 	14.96381	1.149563	0.5891993	0.0663145	0.07487252	0.03103652	0.3564903	0.07216925
CCC(C(C)(C)C)C(CCCC(C)C)C 	13.70454	0.9884436	0.5379588	0.05810553	0.06688415	0.03409882	0.2970058	0.06064277
CCCC(CC(C(C(C)(C)C)CC)C)C 	12.34413	0.6171185	0.4429337	0.06416762	0.1130061	0.04530865	0.2114389	0.05149621
CCC(C(C)(C)C)C(CC(C(C)C)C)C 	11.78297	0.4237838	0.4316346	0.04143222	0.08369229	0.02834323	0.1938781	0.03589106
CCCC(C(C(C(C)(C)C)CC)C)CC 	11.73807	0.2777265	0.4181094	0.03010536	0.06793626	0.03095146	0.1799044	0.02287657
CCC(C(C(C(C)(C)C)CC)C)C(C)C 	10.74246	0.1743818	0.3130773	0.028151	0.08412754	0.03673715	0.1051319	0.01795228
CCCC(C(C(C)(C)C)CC)(CCC)C 	11.00554	0.2144295	0.2459999	0.02935636	0.2102639	0.03725308	0.09555143	0.009895098
CCCC(C(C(C)(C)C)CC)(C(C)C)C 	10.44498	0.1923886	0.246246	0.03091368	0.1771217	0.01667676	0.08533332	0.01348291
CCCC(C(C(C)(C)C)(CCC)CC)C 	10.83919	0.2425149	0.2662313	0.02605874	0.1045985	0.01245217	0.07987725	0.0129959
CCCC(C(C(C)(C)C)(C(C)C)CC)C 	10.37753	0.2407646	0.289892	0.02736111	0.04730231	0.0147637	0.086629	0.01574561
CCCCC(C(C(CCC)C)CC)(C)C 	12.63537	0.9016221	0.3962231	0.136479	0.1289312	0.06414016	0.1910358	0.0998247
CCCC(C(C(CC(C)C)(C)C)CC)C 	11.78608	0.6252634	0.3492839	0.08968013	0.1390276	0.04770545	0.1462678	0.06276598
CCCC(C(C(C)(C)C)C(CCC)C)C 	11.81935	0.3500506	0.3181966	0.07055639	0.1597038	0.0553843	0.1276642	0.02957793
CCCC(C(C(C)(C)C)C(C(C)C)C)C 	10.99896	0.3808348	0.2768301	0.05115453	0.1700609	0.03113258	0.1016766	0.02373666
CC(C(C(C(C)(C)C)C(C(C)C)C)C)C 	10.52564	0.1740572	0.2168607	0.02468419	0.1748323	0.02610599	0.07106041	0.00880754
CCCC(C(C)(C)C)(C(C(C)C)C)CC 	10.25721	0.1617376	0.2004455	0.05105608	0.1175318	0.01819711	0.05339274	0.02151788
CCC(C(C)(C)C)(C(C(C)C)C)C(C)C 	9.676724	0.1192407	0.1597338	0.01892259	0.07952342	0.0296488	0.03127737	0.007794829
CCCCC(C(C(C(C)C)C)CC)(C)C 	12.28965	0.5070731	0.4737614	0.05460887	0.07469824	0.02471938	0.232075	0.05355785
CCC(C(CC(C)C)(C)C)C(C(C)C)C 	11.39612	0.4251301	0.3669821	0.07028045	0.08608643	0.05070174	0.1470912	0.04415852
CCC(C(C(C)C)(C(C)C)C)C(C)(C)C 	10.03526	0.1520064	0.2613142	0.02701417	0.1303697	0.02015848	0.08205553	0.01075764
CCCC(C(C(C(C)(C)C)CC)C)(C)C 	11.45492	0.3483498	0.4202734	0.0487782	0.04859961	0.02593281	0.1812389	0.03816852
CCC(C(C)(C)C)C(C(C(C)C)(C)C)C 	10.75072	0.2408984	0.3916535	0.02497389	0.09357421	0.01866566	0.160842	0.0175815
CCCCC(C(C(C(C)(C)C)CC)C)C 	12.32193	0.6170551	0.4368866	0.07118389	0.06182943	0.02890534	0.199443	0.06101755
CCC(C(C)(C)C)C(C(CC(C)C)C)C 	11.53303	0.4686933	0.4163309	0.0557321	0.06315539	0.02412487	0.1798666	0.04522871
CCCCCCC(C(C)(C)C)(CC)CC 	13.42561	0.8275146	0.5175052	0.0496975	0.05199083	0.02615385	0.2728229	0.04959284
CCC(C(C)(C)C)(CCCC(C)C)CC 	12.53902	0.5153448	0.4714489	0.04176791	0.06551986	0.02679837	0.2277697	0.03831845
CCCC(CC(C(C)(C)C)(CC)CC)C 	11.56509	0.3870954	0.4068769	0.03524944	0.06079342	0.02207169	0.1699269	0.02719656
CCC(C(C)(C)C)(CC(C(C)C)C)CC 	10.72082	0.2458546	0.3120623	0.03823498	0.07573636	0.02283587	0.1035421	0.02397033
CCCC(C(C(C)(C)C)(CC)CC)CC 	10.5185	0.2268469	0.2964093	0.03058762	0.06022394	0.01449712	0.09167093	0.01723535
CCC(C(C(C)(C)C)(CC)CC)C(C)C 	9.979766	0.1444262	0.2506162	0.01805189	0.03908126	0.01495402	0.06444747	0.008478928
CCCCC(C(CCC)(CC)CC)(C)C 	11.93884	0.4650493	0.3934316	0.06812921	0.0997309	0.04101256	0.1681463	0.05124239
CCCC(C(CC(C)C)(C)C)(CC)CC 	11.03657	0.3431931	0.3033749	0.05710131	0.1004641	0.04476287	0.1043631	0.03527968
CCCCC(C(C(C)C)(CC)CC)(C)C 	11.52044	0.4168092	0.4203794	0.04535519	0.05501666	0.02253017	0.1814181	0.0369937
CCC(C(CC(C)C)(C)C)(C(C)C)CC 	10.54248	0.2259539	0.340043	0.02453416	0.05428324	0.02836446	0.1190465	0.01592522
CCCC(C(C(C)(C)C)(CC)CC)(C)C 	10.32441	0.1792688	0.3018893	0.03257971	0.06205377	0.02659254	0.09562005	0.01892979
CCC(C(C(C)C)(C)C)(C(C)(C)C)CC 	9.612451	0.1363888	0.2163971	0.01836627	0.08974694	0.01092232	0.053296	0.007875137
CCCCC(C(C(C)(C)C)(CC)CC)C 	11.76911	0.368617	0.4465732	0.03247856	0.06612045	0.01309637	0.2038878	0.02815718
CCC(C(C)(C)C)(C(CC(C)C)C)CC 	10.68332	0.1834251	0.3183958	0.02117767	0.06916171	0.01681029	0.1056193	0.01348834
CCCCCCCC(C(CC)CC)(C)C 	15.92674	1.410182	0.6322377	0.07096925	0.06737472	0.02917291	0.4087576	0.08375231
CCC(C(CCCCC(C)C)(C)C)CC 	15.11211	1.108984	0.6076363	0.06665965	0.05931775	0.02758542	0.3768838	0.07691647
CCCC(CCC(C(CC)CC)(C)C)C 	13.62478	1.00254	0.515689	0.08167987	0.08337521	0.04544838	0.2793777	0.08022916
CCC(C(CCC(C(C)C)C)(C)C)CC 	12.9876	0.5973311	0.5210515	0.05541151	0.06430188	0.02980101	0.2783393	0.05559676
CCCC(CC(C(CC)CC)(C)C)CC 	12.56022	0.5616523	0.4332086	0.06097035	0.1242797	0.04080756	0.2042257	0.04887722
CCC(C(C)C)CC(C(CC)CC)(C)C 	11.61822	0.4837673	0.3993827	0.06028921	0.09656709	0.03167182	0.1708539	0.04749706
CCCC(C(C(CC)CC)(C)C)CCC 	11.92982	0.3578648	0.3498287	0.04298313	0.1299583	0.03885267	0.138018	0.03090725
